F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,CLAIMNO
F,2,10,2,C,S3,M2,L1,D,0,2.00,0
F,14,2,2,M2,S2,M2,L3,D,0,8.87,0
F,1,10,2,M2,S3,M2,L1,D,1,29.44,1
F,2,14,2,M2,S2,M1,L2,D,0,66.45,1
F,7,14,2,M1,S1,M0,L1,B,0,20.88,0
F,1,6,2,H1,S1,M3,L3,D,1,8.47,0
F,1,4,2,H1,S1,M3,L2,D,1,76.85,1
F,3,0,2,M1,S2,M1,L2,D,0,77.34,4
P,2,4,2,M1,S1,M1,L1,B,0,4.00,0
F,1,20,2,M2,S3,M1,L2,B,0,25.15,0
F,1,2,2,M2,S3,M1,L2,B,1,11.36,2
F,12,14,2,M1,S2,M0,L2,D,0,21.61,0
F,3,8,2,M1,S1,M1,L1,D,0,42.35,0
F,11,20,1,H2,S2,M3,L1,B,0,1.42,0
F,11,4,2,M2,S3,M2,L1,D,0,1.00,1
F,14,20,2,M1,S3,M1,L2,D,0,4.43,0
F,1,2,2,M2,S1,M2,L2,B,0,17.76,0
F,10,10,1,M1,S2,M0,L1,B,0,1.00,0
F,8,2,2,M2,S1,M2,L1,D,0,3.00,0
F,1,6,3,M1,S2,M2,L1,B,0,13.00,0
F,10,8,2,M2,S2,M2,L1,D,0,7.55,0
F,1,14,2,C,S3,M1,L4,B,0,8.80,0
F,11,10,2,M2,S1,M2,L2,B,0,18.53,0
F,10,14,2,C,S0,M0,L2,B,0,39.69,3
P,3,4,2,M1,S1,M2,L2,B,0,2.56,0
P,5,8,2,M1,S1,M1,L2,B,0,2.00,0
P,1,0,2,M2,S5,M2,L2,D,1,7.22,1
F,4,10,2,H1,S2,M3,L2,D,0,22.19,1
F,3,10,2,M2,S1,M1,L2,D,1,14.94,2
F,1,0,2,H2,S3,M3,L2,D,5,6.00,0
P,1,0,3,M2,S5,M2,L1,D,0,19.00,3
F,14,20,2,M1,S1,M3,L1,B,0,1.00,0
P,6,4,2,H1,S5,M3,L2,B,0,0.76,0
F,11,8,2,M1,S1,M2,L1,B,0,5.65,1
F,7,14,3,M1,S2,M1,L1,D,0,5.47,0
F,4,14,2,M2,S3,M2,L1,D,0,21.00,0
F,4,14,3,M2,S3,M2,L2,D,0,1.00,0
F,1,20,2,M1,S1,M0,L2,D,0,44.65,0
F,5,2,2,M2,S2,M2,L2,D,2,6.78,1
P,3,2,3,M1,S5,M1,L3,D,0,1.00,0
F,1,14,2,M2,S3,M2,L2,D,1,17.56,1
F,6,10,2,H1,S1,M2,L2,B,0,2.00,0
F,8,10,2,M2,S3,M1,L1,D,0,2.00,0
F,1,4,3,H1,S1,M2,L2,D,0,14.62,0
F,4,8,2,M2,S1,M2,L1,D,1,1.38,0
F,13,10,2,M1,S0,M1,L1,B,0,28.93,4
F,5,2,2,M2,S1,M2,L4,D,0,1.00,0
P,5,8,3,M1,S5,M1,L3,D,0,1.00,0
F,11,10,2,H2,S5,M3,L1,D,0,0.34,0
F,4,2,2,M1,S2,M1,L1,B,2,5.38,2
P,14,4,2,M2,S5,M2,L2,D,0,4.53,0
F,2,8,3,M1,S3,M1,L2,D,0,2.00,0
F,6,20,2,M2,S1,M1,L1,D,0,2.55,0
F,3,0,2,M2,S1,M2,L1,B,3,3.00,0
F,8,14,2,M2,S1,M2,L3,B,0,1.00,1
P,1,0,2,H1,S2,M2,L1,D,2,3.00,0
F,8,20,2,M1,S3,M1,L1,D,0,1.00,0
F,4,8,2,M1,S1,M1,L1,D,0,37.81,0
P,5,8,2,M2,S5,M2,L2,D,0,9.00,0
F,5,20,2,C,S3,M1,L4,B,0,2.00,0
F,1,4,2,M2,S1,M2,L4,D,2,2.00,1
F,4,6,2,C,S2,M1,L2,B,0,8.24,0
F,1,14,2,C,S2,M1,L4,B,0,17.11,0
F,8,2,2,C,S2,M1,L1,B,0,4.50,0
F,1,0,2,H1,S3,M2,L2,E,4,4.00,1
F,14,20,2,C,S2,M2,L1,B,0,10.81,0
P,2,0,2,M1,S1,M1,L2,B,2,0.22,0
F,5,6,2,H1,S3,M3,L2,D,0,2.00,0
F,1,4,3,M2,S5,M2,L2,D,0,6.76,0
F,12,10,2,H2,S3,M3,L1,B,0,0.46,0
F,9,2,2,M2,S0,M2,L3,D,1,2.68,0
F,1,14,2,C,S2,M2,L2,B,0,9.76,1
F,1,20,3,M1,S3,M2,L1,B,0,2.00,0
F,1,4,2,M2,S2,M3,L1,B,1,2.00,0
P,5,2,2,M2,S5,M1,L2,D,2,1.00,0
F,14,10,3,M2,S1,M1,L3,D,0,0.96,0
F,1,0,2,H2,S2,M3,L2,D,1,19.69,0
F,7,20,2,H1,S2,M3,L1,D,0,1.00,0
F,3,2,2,H2,S1,M2,L3,D,3,1.28,0
F,1,8,2,M2,S1,M1,L2,B,1,2.00,0
F,1,2,2,M2,S3,M1,L2,E,0,1.79,0
F,12,4,2,H1,S0,M2,L3,D,1,1.67,0
F,4,8,2,M1,S2,M2,L1,D,0,8.00,0
F,4,10,3,M1,S2,M2,L3,B,0,1.00,0
F,3,10,2,M2,S3,M2,L2,D,1,2.00,1
F,2,4,3,M2,S2,M2,L2,B,0,0.95,0
F,1,4,2,M2,S5,M3,L3,D,0,0.82,0
F,8,10,2,H1,S2,M3,L3,B,0,2.00,0
F,11,20,2,M2,S3,M1,L2,D,0,1.70,0
F,5,10,2,C,S2,M0,L3,B,0,2.00,0
F,11,10,2,M1,S2,M1,L1,B,1,4.00,0
F,5,6,2,C,S2,M2,L2,D,0,1.00,0
F,2,20,2,M2,S2,M1,L2,B,0,2.00,0
P,3,0,2,M1,S3,M0,L1,B,0,1.18,0
F,6,10,2,H1,S1,M2,L4,D,1,1.00,0
P,14,0,2,M1,S5,M1,L2,B,1,1.15,0
F,1,4,2,H1,S2,M2,L1,D,3,2.67,0
F,4,4,2,M1,S2,M1,L2,D,1,3.50,0
P,1,2,2,H2,S5,M3,L4,B,5,1.00,0
P,13,6,3,M1,S5,M2,L3,D,0,1.00,0
F,9,2,2,C,S3,M1,L2,B,0,1.00,0
P,12,14,2,M2,S0,M2,L2,D,0,1.00,0
F,12,10,2,M2,S2,M2,L1,B,0,1.20,0
P,6,2,2,M2,S5,M2,L1,D,3,1.00,0
F,9,20,2,M1,S5,M1,L1,B,0,1.00,0
F,1,6,2,H1,S2,M2,L1,D,3,0.60,0
F,11,6,2,M2,S3,M2,L3,D,0,1.00,0
F,1,0,2,M2,S3,M1,L1,E,4,6.52,0
F,5,0,2,H1,S1,M2,L2,D,5,1.00,0
F,14,0,2,M2,S1,M2,L2,B,4,1.00,0
P,14,20,2,M1,S1,M1,L2,B,0,1.38,0
F,5,2,2,M2,S1,M1,L1,D,1,0.89,1
F,14,14,2,H1,S1,M1,L1,D,0,0.16,0
F,12,10,3,M1,S2,M2,L2,D,0,4.00,0
F,6,2,2,M2,S5,M2,L2,D,0,1.00,0
F,3,4,3,M1,S1,M2,L2,B,0,2.00,0
P,8,14,2,M2,S5,M2,L3,D,0,1.00,0
F,12,0,2,M1,S3,M1,L2,D,1,1.00,0
F,10,2,2,M2,S1,M3,L2,B,5,1.00,0
F,2,2,2,M2,S2,M1,L2,E,1,1.00,0
P,7,6,3,H1,S5,M2,L1,D,0,1.00,0
P,1,4,2,M1,S2,M2,L1,D,0,1.85,0
F,4,0,2,M2,S1,M3,L1,D,1,1.00,0
F,14,10,2,M1,S0,M1,L1,D,1,1.00,0
P,8,0,2,M1,S5,M2,L1,B,0,0.68,0
F,2,2,2,M1,S1,M0,L3,D,0,1.00,0
F,5,20,2,H1,S3,M3,L1,B,0,1.00,0
F,8,6,2,C,S1,M0,L3,B,0,1.00,0
F,8,4,3,M1,S1,M1,L3,D,0,1.00,0
F,14,4,2,H1,S3,M3,L2,E,0,0.33,0
P,13,8,2,M1,S2,M1,L1,D,0,0.34,0
F,11,2,2,M2,S2,M2,L2,D,3,2.00,0
F,11,20,2,C,S0,M1,L1,B,0,4.05,0
P,14,8,2,M1,S2,M1,L2,B,1,1.00,0
F,3,4,2,M2,S5,M2,L2,B,1,0.72,0
P,3,0,2,H2,S5,M3,L3,D,1,0.42,0
F,6,8,2,M1,S2,M1,L4,D,0,2.00,0
F,4,6,2,M2,S1,M3,L2,D,3,0.29,0
P,14,10,2,H2,S5,M3,L2,B,2,0.17,0
F,2,20,3,C,S2,M1,L2,D,0,1.00,0
P,14,6,2,M1,S1,M1,L1,B,0,1.00,0
P,13,2,2,M1,S1,M1,L3,D,0,1.00,0
P,1,20,2,C,S2,M2,L1,B,0,1.00,0
F,11,0,2,M2,S1,M2,L3,D,1,1.26,0
P,3,10,2,H2,S1,M3,L2,B,0,1.00,0
F,9,10,3,M1,S2,M2,L2,B,0,1.00,0
P,10,8,3,M2,S1,M2,L2,D,0,1.00,0
F,11,10,2,M1,S0,M0,L4,D,0,0.11,0
F,8,0,2,M2,S1,M2,L1,B,3,1.00,0
P,9,8,2,M1,S5,M1,L2,D,1,1.00,0
F,3,10,2,M1,S2,M2,L2,D,1,1.00,0
P,6,14,2,M1,S5,M1,L2,D,0,2.00,0
P,5,14,2,M1,S1,M1,L2,B,0,1.00,0
P,9,0,2,M1,S1,M1,L1,B,2,1.00,0
F,13,0,2,M2,S1,M2,L1,D,0,0.69,0
P,10,6,2,M1,S2,M1,L2,D,0,3.00,0
F,5,8,2,M2,S2,M1,L4,D,0,1.00,0
F,1,0,2,H2,S5,M3,L3,D,0,1.00,0
F,4,2,2,H1,S2,M3,L3,D,3,0.29,1
F,14,0,2,M1,S2,M2,L1,B,4,0.23,0
F,6,14,2,M1,S2,M2,L3,B,0,0.12,1
F,3,8,2,M2,S1,M3,L4,D,1,1.00,0
F,3,14,2,H1,S1,M3,L1,D,0,1.00,1
F,7,2,2,M2,S2,M1,L2,D,2,1.00,0
F,9,14,2,H2,S2,M3,L1,B,0,1.00,0
F,13,20,2,H1,S2,M3,L2,B,0,1.00,0
F,8,10,3,C,S2,M2,L2,D,0,1.00,0
F,1,0,3,M2,S2,M3,L1,D,3,0.95,1
F,3,2,2,H1,S2,M3,L3,D,3,1.00,0
F,2,10,3,H2,S2,M3,L2,D,0,1.00,0
F,13,20,2,M2,S3,M1,L1,B,0,1.00,0
F,5,20,2,C,S2,M1,L1,D,0,1.00,0
P,5,8,3,M1,S5,M1,L2,D,0,1.00,0
F,1,6,2,M1,S1,M1,L4,D,2,1.00,0
F,14,10,2,H2,S0,M3,L3,D,0,1.00,0
F,15,10,2,C,S2,M0,L1,B,0,2.00,0
P,1,0,2,M2,S5,M2,L4,D,0,1.00,0
F,14,6,2,M2,S1,M2,L3,D,5,1.00,0
F,14,2,2,M2,S3,M1,L3,D,0,0.89,0
F,11,4,2,H2,S0,M2,L2,D,1,0.22,0
F,4,4,2,H2,S1,M3,L3,D,4,1.54,0
F,7,10,2,M2,S2,M1,L2,E,0,1.00,0
F,1,10,2,C,S3,M2,L4,D,0,1.00,0
P,8,6,2,M1,S2,M1,L4,B,0,1.00,0
F,1,0,3,H2,S2,M3,L3,D,3,1.00,0
F,6,0,2,M1,S2,M1,L3,B,1,1.00,0
F,7,8,2,M2,S1,M2,L4,D,1,1.00,0
F,2,2,2,M2,S3,M1,L1,B,1,1.00,0
P,10,4,2,H2,S5,M3,L3,D,4,1.00,0
F,12,10,2,M2,S3,M2,L2,B,0,0.79,0
F,13,10,2,M1,S3,M0,L1,D,0,1.00,0
F,1,6,2,M1,S1,M1,L2,B,0,1309.06,29
F,1,4,2,M2,S2,M1,L2,D,0,635.07,13
F,8,2,2,M1,S1,M1,L1,B,0,34.92,1
F,14,4,2,M2,S2,M2,L2,D,0,17.96,0
F,1,2,2,M2,S1,M1,L2,D,1,86.84,2
F,12,14,2,M1,S3,M2,L1,B,0,1.28,0
F,5,4,2,M2,S1,M1,L3,D,0,19.68,0
F,4,14,1,H1,S2,M3,L2,B,0,0.08,0
F,6,10,2,C,S3,M2,L2,B,0,1.00,1
F,1,2,2,M2,S2,M1,L3,D,1,36.24,0
F,5,2,2,M1,S1,M1,L2,B,0,101.60,5
F,1,10,2,M1,S5,M1,L3,D,0,3.00,0
F,2,0,2,H2,S2,M3,L2,D,5,2.60,0
F,9,20,3,M1,S2,M1,L2,D,0,5.73,0
F,14,4,2,M2,S2,M2,L3,D,0,13.45,2
F,5,8,2,M1,S1,M2,L2,B,0,37.90,1
F,2,14,2,M1,S3,M1,L3,D,0,3.90,0
F,13,6,2,M2,S1,M1,L2,D,0,14.30,1
F,1,14,3,M1,S3,M1,L2,D,0,55.47,2
F,6,6,2,M1,S3,M1,L2,B,0,51.16,2
F,1,6,2,M1,S2,M2,L3,D,0,39.91,0
F,2,8,2,H1,S1,M3,L2,D,0,10.28,1
F,1,4,3,M1,S3,M1,L2,B,0,7.00,0
F,8,14,2,M2,S1,M1,L2,D,0,35.08,2
F,5,2,2,M1,S2,M2,L3,D,0,5.00,0
F,6,6,2,M2,S1,M3,L2,D,1,1.00,0
F,1,8,2,H1,S3,M2,L2,D,0,71.48,2
P,5,6,2,M1,S3,M2,L2,B,0,1.00,0
F,1,2,2,M2,S3,M2,L2,B,0,35.00,1
F,11,14,2,C,S3,M1,L1,B,0,22.56,1
F,4,8,2,M1,S2,M0,L2,D,0,9.15,0
F,1,10,2,H2,S1,M2,L3,D,4,1.00,0
F,1,0,2,H1,S1,M3,L1,D,0,3.64,0
P,11,10,2,M1,S5,M1,L2,D,0,7.82,1
F,8,0,2,C,S2,M0,L1,B,0,1.66,0
P,14,4,2,M2,S2,M1,L3,D,0,1.31,2
P,1,0,2,M1,S1,M1,L1,B,0,42.70,1
F,1,14,2,H2,S1,M3,L2,B,0,6.57,0
F,5,6,2,H1,S2,M3,L2,D,1,4.34,0
F,5,0,2,M1,S1,M1,L2,D,1,3.00,0
F,1,2,2,M1,S3,M2,L3,B,2,1.00,0
F,5,8,2,M1,S2,M1,L3,B,0,8.00,0
P,10,4,2,M1,S2,M1,L1,D,0,1.00,0
F,2,14,2,M2,S3,M2,L2,D,1,2.00,0
F,7,20,2,M1,S1,M0,L1,D,0,10.04,0
F,10,2,2,M2,S1,M2,L2,D,2,2.97,0
F,14,20,2,C,S0,M1,L1,B,0,14.41,0
F,3,10,2,C,S1,M1,L1,B,0,41.29,0
F,7,14,2,M2,S1,M2,L3,D,0,3.73,1
F,7,10,2,M1,S2,M0,L1,D,0,7.00,0
P,3,0,3,M2,S5,M2,L2,D,0,3.00,0
P,13,8,2,M1,S1,M2,L2,D,0,1.00,0
F,3,4,2,M2,S2,M1,L3,D,0,18.27,0
F,7,8,3,M1,S1,M1,L2,D,0,3.66,0
F,2,0,2,M2,S3,M2,L1,B,3,2.00,0
F,4,2,2,H1,S2,M3,L4,D,3,1.00,0
P,9,4,2,M2,S5,M2,L2,D,0,5.00,0
F,1,10,2,M1,S1,M3,L1,B,0,5.70,0
F,5,10,2,M1,S2,M2,L1,D,0,9.00,1
F,10,20,2,M2,S3,M2,L1,B,0,3.00,0
F,6,14,2,M2,S1,M1,L1,D,0,15.75,2
F,1,6,3,M2,S1,M3,L2,D,0,6.72,0
F,1,0,2,M2,S2,M3,L1,B,2,3.00,0
F,13,8,2,M2,S1,M3,L2,B,0,1.00,0
P,9,2,2,M2,S5,M2,L2,D,4,1.00,0
F,9,10,3,M1,S1,M2,L1,B,0,2.85,0
F,2,4,2,H1,S3,M3,L2,D,1,1.50,0
F,1,2,2,M2,S1,M2,L2,B,4,4.58,0
F,1,0,2,M2,S3,M2,L2,B,3,9.00,0
P,11,0,2,M2,S5,M2,L2,D,3,3.74,0
F,3,4,2,M2,S1,M1,L3,D,3,1.00,0
P,11,6,2,M2,S1,M1,L2,B,0,1.00,0
P,1,2,2,M1,S2,M1,L3,D,0,8.00,0
F,1,8,2,M2,S1,M2,L2,B,1,6.00,0
F,14,20,3,M1,S2,M1,L3,D,0,1.00,0
P,9,0,2,M1,S5,M2,L1,B,0,1.96,0
F,5,8,2,M1,S1,M3,L2,B,0,1.00,0
F,9,6,2,C,S1,M1,L1,B,0,5.00,0
F,3,2,2,H1,S1,M1,L3,E,1,1.00,0
F,7,14,2,M1,S1,M0,L3,D,0,4.00,0
F,11,20,1,M1,S1,M2,L2,B,0,0.32,0
P,13,2,3,M2,S1,M2,L2,D,0,1.00,0
F,9,6,2,M2,S3,M2,L1,D,1,2.00,0
F,10,20,2,M1,S3,M0,L1,B,0,9.71,1
F,12,8,2,C,S3,M1,L2,B,0,3.00,1
F,13,2,2,M2,S1,M1,L2,D,3,1.00,0
P,15,2,2,M1,S2,M1,L1,B,0,2.00,0
P,13,10,1,M1,S5,M1,L2,D,0,1.00,0
F,4,0,2,M2,S1,M2,L1,D,1,4.53,0
P,8,4,2,H1,S5,M3,L2,D,0,1.00,0
F,2,4,2,M1,S2,M0,L2,B,0,4.11,0
F,9,10,2,M2,S3,M2,L1,B,0,2.00,0
F,1,2,2,H1,S1,M3,L3,D,4,4.00,0
F,9,2,2,M2,S2,M2,L2,D,1,4.00,0
F,5,0,2,C,S1,M1,L2,B,0,2.00,0
F,3,14,2,M2,S1,M2,L1,D,1,3.33,0
F,4,4,2,H1,S2,M3,L2,D,1,4.00,0
F,3,4,2,H2,S1,M3,L2,D,0,4.07,0
P,3,2,2,H2,S5,M3,L2,B,3,0.70,0
F,13,10,2,H2,S1,M3,L2,D,1,2.00,0
F,13,6,2,M1,S3,M1,L2,D,0,4.00,0
F,12,6,2,H2,S0,M3,L2,D,2,0.43,0
F,5,6,2,M2,S1,M2,L1,B,0,3.00,0
P,1,0,2,C,S2,M1,L2,B,0,1.00,0
P,11,0,2,M2,S5,M3,L2,B,0,1.00,0
P,4,14,2,M2,S5,M2,L3,D,0,1.00,1
F,4,10,2,H1,S1,M3,L2,D,2,1.00,0
F,4,8,2,M2,S3,M2,L3,D,0,1.10,0
P,6,14,2,M1,S5,M0,L1,B,0,1.00,0
P,5,20,2,C,S5,M3,L1,B,0,1.00,0
F,9,14,2,M2,S1,M1,L1,B,0,2.00,0
F,10,10,2,M1,S1,M3,L2,B,0,1.35,0
P,13,2,2,M2,S3,M1,L1,D,0,0.73,0
F,1,6,2,H1,S3,M2,L4,D,3,1.00,0
F,1,2,2,H2,S2,M2,L3,D,1,2.85,0
F,3,10,2,M1,S1,M2,L4,D,0,2.00,0
F,11,4,2,M1,S1,M1,L1,D,2,1.00,0
F,9,10,2,M2,S1,M3,L1,B,0,1.28,0
F,10,10,3,M1,S2,M2,L1,D,0,1.00,0
F,1,0,2,M2,S3,M1,L1,B,4,0.52,0
P,5,10,2,M1,S1,M1,L1,D,0,1.97,0
F,12,8,2,M1,S3,M0,L1,B,0,1.00,0
P,10,10,2,M2,S1,M2,L2,D,0,1.65,0
F,12,2,2,H1,S2,M2,L1,D,2,1.00,0
F,5,14,2,M2,S2,M3,L2,D,0,1.00,0
P,4,4,2,H1,S5,M2,L2,D,2,0.28,0
F,3,6,3,H1,S2,M2,L3,D,0,1.00,0
P,7,8,2,H1,S5,M3,L1,B,0,1.00,0
F,6,4,2,H1,S3,M2,L1,D,0,1.00,0
F,1,2,2,M1,S0,M1,L1,B,0,2.00,0
F,4,0,2,M2,S3,M2,L2,D,1,3.00,0
P,4,10,2,C,S5,M1,L2,B,0,1.64,0
F,5,2,2,M2,S2,M2,L2,B,0,2.00,0
F,10,0,2,H1,S1,M1,L2,D,4,1.00,0
F,2,10,2,H1,S2,M2,L4,D,1,2.00,0
F,15,6,2,M2,S0,M1,L3,D,0,1.00,0
F,14,20,2,M2,S0,M3,L2,B,0,1.00,0
F,10,0,2,M2,S0,M2,L2,D,0,1.00,0
F,4,6,2,M2,S2,M1,L2,B,0,1.63,0
F,3,0,2,M1,S3,M1,L1,D,1,0.69,0
F,10,2,2,H1,S3,M2,L3,D,1,1.00,0
F,10,14,1,H1,S1,M3,L1,B,0,1.00,0
F,2,2,2,H1,S2,M3,L2,B,0,1.00,0
F,14,10,2,M2,S0,M2,L3,D,1,0.46,0
F,4,0,3,M1,S1,M2,L2,B,1,1.00,0
F,6,0,2,M2,S3,M1,L2,E,4,1.00,0
F,7,0,2,M1,S1,M2,L1,D,1,1.00,0
P,14,0,2,H1,S5,M3,L2,B,1,0.25,0
F,5,20,2,H1,S1,M3,L2,D,0,1.00,0
F,13,2,2,M1,S0,M1,L2,B,1,1.00,0
P,12,10,3,M2,S5,M2,L3,D,0,1.00,0
F,7,4,2,H2,S1,M2,L3,D,1,1.00,0
F,2,0,2,M1,S5,M2,L1,B,0,0.38,0
P,5,10,2,M2,S5,M2,L1,D,0,1.00,0
F,13,20,1,M1,S1,M1,L1,B,0,1.00,0
P,9,4,2,M2,S5,M1,L2,D,1,2.00,0
P,4,10,2,H1,S5,M3,L1,D,0,1.00,0
F,7,8,2,M2,S3,M2,L2,D,1,1.00,1
F,14,2,3,M2,S2,M1,L3,D,1,0.64,0
F,3,4,2,H2,S2,M2,L3,D,2,1.00,0
F,2,2,3,M2,S1,M2,L3,D,0,1.00,0
F,10,14,2,M1,S5,M1,L2,B,0,0.54,0
F,5,20,3,C,S2,M2,L1,B,0,1.00,0
F,10,10,2,M2,S3,M1,L2,D,1,1.00,0
F,11,4,2,C,S0,M1,L1,B,0,1.00,0
F,1,2,2,H1,S1,M2,L2,B,1,0.35,0
P,6,2,2,M1,S2,M1,L2,B,2,1.00,0
F,11,6,2,M1,S0,M2,L1,B,0,1.00,0
P,9,10,2,M2,S5,M1,L2,D,0,1.00,0
F,2,0,2,H2,S3,M3,L1,D,4,3.00,0
F,2,2,2,M1,S3,M2,L2,B,3,1.00,0
P,8,10,2,M1,S1,M2,L2,B,0,1.00,0
F,2,0,2,M1,S5,M2,L2,D,0,1.00,0
F,1,2,2,M2,S1,M2,L3,B,1,1.00,0
F,11,14,2,H2,S0,M3,L2,B,0,0.45,0
P,10,2,2,M2,S5,M2,L3,D,0,0.93,1
F,4,8,2,M2,S1,M2,L4,B,0,1.00,0
F,11,10,2,M2,S1,M3,L4,B,0,1.00,0
P,1,2,3,H2,S5,M3,L2,D,3,1.00,0
F,11,10,2,M2,S3,M1,L2,B,0,0.17,0
F,11,4,2,H2,S2,M3,L3,D,1,1.00,0
F,6,10,2,M2,S1,M2,L2,D,0,157.62,4
F,1,10,2,M1,S2,M1,L3,D,0,269.16,8
F,14,2,2,H2,S1,M3,L3,D,5,0.31,0
F,1,2,2,M2,S2,M2,L3,D,0,110.95,0
F,1,6,2,M2,S2,M2,L2,D,3,21.74,0
F,2,4,2,M2,S1,M2,L1,D,1,5.97,0
P,1,0,2,M1,S5,M1,L1,D,1,0.13,0
F,2,10,2,C,S3,M1,L1,B,0,132.73,4
F,11,8,2,C,S1,M1,L2,B,0,7.00,0
F,1,14,3,M1,S2,M1,L2,B,0,44.03,0
P,14,0,2,M1,S5,M1,L1,B,0,97.55,1
F,1,0,2,M2,S2,M1,L1,D,1,75.40,0
F,2,8,2,M1,S1,M0,L1,B,0,3.84,0
F,4,2,2,M2,S3,M2,L2,D,1,4.00,1
F,14,10,2,M2,S3,M2,L2,B,0,3.58,0
F,3,10,2,M1,S1,M1,L4,D,0,9.81,0
F,4,14,1,M2,S2,M1,L2,B,0,0.33,0
F,6,2,2,H1,S2,M3,L2,D,1,4.59,1
F,1,2,2,M2,S2,M2,L1,B,0,23.12,0
F,2,4,2,M2,S2,M1,L2,D,0,69.52,1
F,6,10,2,M1,S1,M0,L2,D,0,32.67,1
F,1,6,2,M1,S2,M0,L2,D,0,52.95,0
F,1,4,2,M1,S1,M2,L1,B,0,36.53,0
F,9,10,2,H1,S2,M2,L2,D,0,6.50,0
P,14,4,2,M2,S5,M2,L2,D,2,2.00,0
F,14,4,2,M2,S2,M1,L3,D,1,4.92,0
F,11,0,2,M2,S2,M1,L1,B,1,1.00,0
P,14,2,3,H1,S5,M2,L2,D,1,0.08,0
F,11,10,2,M1,S0,M0,L1,D,0,4.37,0
F,2,2,2,H1,S2,M3,L2,B,1,1.00,0
F,2,10,2,H1,S1,M3,L2,D,0,26.81,2
F,3,10,2,M1,S1,M1,L4,B,0,6.89,0
F,4,10,2,M2,S2,M3,L2,B,0,4.00,0
F,5,0,2,M1,S1,M1,L1,B,1,30.23,2
F,3,4,2,M1,S2,M2,L2,B,0,25.27,1
F,7,10,2,H1,S1,M3,L2,D,0,18.74,0
F,13,0,2,C,S1,M1,L2,B,0,3.00,0
F,1,8,2,M2,S3,M2,L4,D,0,4.63,0
F,7,10,1,H1,S2,M3,L2,B,1,1.00,0
F,8,14,2,M1,S5,M1,L1,B,0,2.00,0
F,13,6,2,M2,S1,M2,L2,D,0,34.20,2
F,1,0,2,M2,S2,M2,L1,D,4,31.52,2
F,2,0,2,M2,S2,M1,L1,D,0,10.65,0
P,3,4,3,H1,S5,M2,L2,D,0,1.00,0
F,14,6,2,M1,S2,M2,L2,D,0,6.12,0
F,1,6,2,H1,S2,M2,L3,D,1,8.69,0
P,6,8,2,M1,S2,M1,L2,D,0,1.00,0
F,1,2,2,M1,S2,M0,L3,D,0,9.67,0
F,1,2,2,H2,S1,M3,L3,D,0,13.33,0
F,2,0,2,M1,S2,M2,L2,D,0,4.00,0
F,10,2,2,M1,S2,M2,L2,B,1,1.00,0
F,1,2,2,M2,S2,M3,L2,D,2,4.07,0
F,8,14,2,M1,S0,M0,L3,D,0,1.84,0
P,2,2,2,M2,S5,M1,L2,D,0,2.47,0
F,1,4,3,H1,S1,M2,L3,D,0,4.00,1
F,12,20,2,C,S1,M0,L1,D,0,9.00,1
F,7,4,2,C,S1,M0,L1,B,1,1.00,0
F,3,6,3,M1,S2,M2,L2,B,0,1.00,0
P,1,0,2,M1,S1,M1,L1,B,2,11.00,0
F,7,4,2,C,S3,M1,L2,B,0,1.33,0
F,5,6,2,M2,S1,M2,L2,E,0,1.00,0
F,1,6,2,M2,S3,M1,L4,B,1,1.00,0
P,4,6,2,H1,S5,M2,L2,D,0,1.00,0
F,1,10,2,M1,S1,M1,L2,B,1,14.84,0
F,1,14,3,C,S2,M1,L2,D,0,4.39,0
F,10,4,2,M2,S1,M2,L3,D,3,1.00,0
F,4,4,2,H1,S2,M2,L1,D,1,2.00,0
F,1,2,2,H1,S1,M3,L2,D,3,9.56,0
F,12,4,2,M1,S2,M1,L4,D,0,1.00,0
F,3,8,2,M2,S2,M2,L4,D,0,3.00,1
F,12,0,2,M1,S3,M1,L2,B,0,2.00,1
F,7,14,2,M1,S1,M2,L1,D,0,9.00,0
P,1,8,2,H1,S5,M3,L2,B,0,1.00,0
F,14,0,2,M2,S1,M2,L1,B,2,1.00,0
F,5,20,2,M1,S3,M0,L1,B,0,16.45,0
F,1,4,2,H2,S5,M3,L3,D,0,2.00,0
F,10,10,2,M2,S3,M1,L2,D,0,2.00,0
F,14,4,3,M2,S1,M2,L2,D,0,1.53,0
F,11,4,2,M2,S2,M2,L1,D,0,4.22,0
F,2,0,2,M2,S1,M1,L3,D,2,1.00,0
F,3,0,2,M2,S3,M2,L1,D,4,1.00,0
F,5,6,2,H1,S1,M1,L2,D,1,2.00,0
F,6,4,2,H1,S1,M2,L2,D,1,9.00,0
F,3,0,2,M2,S3,M1,L1,B,3,1.00,0
F,5,14,2,M2,S2,M2,L4,D,0,2.26,0
P,1,0,2,H1,S1,M3,L1,D,2,0.38,0
F,14,14,3,M1,S1,M1,L1,B,0,1.64,1
F,11,6,2,M2,S0,M1,L2,D,1,4.86,1
F,8,14,2,M1,S3,M0,L1,D,0,4.84,0
F,4,0,2,M2,S3,M1,L1,B,3,2.00,0
F,14,0,3,M1,S1,M2,L1,B,0,1.00,0
P,9,14,2,M1,S5,M0,L2,D,0,1.00,0
P,4,2,2,H1,S5,M3,L2,D,1,3.64,0
F,2,2,3,M1,S2,M1,L2,D,2,1.00,0
