F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,CLAIMNO
F,7,14,2,H1,S1,M3,L2,B,0,3.57,0
F,6,8,2,H2,S1,M3,L3,D,1,1.00,0
F,3,2,2,M1,S2,M1,L2,B,3,2.00,0
F,1,2,3,H2,S1,M2,L2,D,1,1.00,0
P,11,2,3,M2,S2,M1,L2,D,0,2.00,0
F,4,6,2,H1,S1,M3,L3,D,0,2.00,0
P,1,0,2,M1,S0,M1,L2,B,0,1.00,0
F,5,8,2,M1,S2,M1,L4,B,0,3.56,0
P,6,4,2,H1,S5,M2,L1,D,0,1.00,0
F,9,4,2,M1,S2,M0,L1,B,1,1.00,0
F,10,6,2,M2,S5,M1,L2,D,0,1.00,0
F,3,0,2,M2,S1,M2,L2,D,4,3.94,0
F,14,20,2,M1,S1,M1,L4,B,0,2.53,0
F,3,6,2,M2,S2,M2,L2,B,1,1.39,0
F,13,10,2,M1,S1,M2,L3,D,0,2.00,0
F,1,6,2,M2,S5,M1,L2,D,1,1.05,0
F,2,0,2,M1,S2,M1,L1,E,3,1.50,0
F,11,14,2,H2,S3,M3,L1,B,0,1.00,0
F,3,8,3,M2,S1,M1,L3,D,0,1.00,0
F,3,6,3,H1,S2,M3,L3,D,0,0.75,0
F,1,14,2,M1,S3,M2,L2,B,1,1.00,0
P,10,4,2,M2,S5,M2,L3,D,2,1.00,0
F,3,14,2,M1,S1,M2,L3,D,0,0.11,0
F,6,10,2,C,S3,M1,L1,D,0,1.00,0
F,13,0,2,M2,S1,M1,L2,D,0,2.00,0
F,9,10,2,H1,S0,M2,L3,D,0,1.00,0
F,9,0,2,M2,S1,M2,L3,D,5,1.00,0
F,11,14,3,M2,S2,M2,L1,D,0,0.98,0
F,13,0,2,M1,S1,M1,L3,B,1,2.00,0
F,4,0,2,H1,S5,M2,L1,D,2,1.00,0
P,14,2,2,M2,S1,M1,L2,D,0,2.00,0
P,10,14,2,M1,S5,M2,L1,B,0,1.00,0
F,13,14,1,H2,S1,M3,L2,B,0,1.00,0
F,14,0,2,M1,S1,M3,L1,B,4,2.00,0
F,13,6,2,M1,S0,M1,L1,D,0,3.00,0
F,5,20,1,H2,S2,M3,L2,B,0,1.00,0
P,14,14,3,M2,S5,M2,L1,D,0,0.79,0
P,14,0,3,H1,S5,M2,L1,D,0,1.00,0
P,6,10,2,M2,S5,M2,L1,B,0,1.00,0
F,5,0,2,H2,S3,M3,L2,D,1,1.63,0
P,4,4,3,M2,S5,M1,L2,D,0,1.00,0
F,10,10,2,M2,S2,M3,L2,B,0,2.00,0
F,5,6,3,M2,S1,M1,L4,D,0,1.00,0
P,13,4,2,H1,S5,M2,L3,D,1,1.00,0
F,3,4,2,M1,S2,M3,L2,B,0,1.00,0
F,3,8,2,M2,S1,M3,L1,D,0,1.00,0
P,4,8,2,M1,S5,M1,L1,B,0,2.00,0
F,2,2,2,H1,S3,M2,L2,D,4,1.00,0
F,13,10,2,H1,S1,M3,L2,D,2,1.00,0
F,1,6,2,H1,S1,M2,L1,D,2,2.00,0
F,1,0,3,H2,S5,M3,L1,D,3,1.00,0
F,14,8,1,M1,S0,M0,L1,D,0,0.60,0
P,14,8,2,M2,S2,M2,L2,D,1,0.16,0
F,11,10,2,H2,S2,M3,L4,D,0,0.80,0
F,1,20,2,H2,S2,M3,L1,B,1,1.00,0
F,10,6,2,H1,S1,M2,L2,D,2,1.41,0
F,13,14,2,M2,S1,M2,L4,D,0,3.00,0
F,12,10,2,H2,S0,M3,L3,D,0,0.31,0
F,1,14,2,C,S3,M3,L1,B,0,1.00,0
F,2,8,2,C,S2,M0,L3,B,0,1.00,0
P,5,4,2,M1,S2,M2,L2,B,0,1.56,0
F,11,10,2,H2,S3,M3,L2,B,1,1.00,0
F,11,20,2,H1,S1,M1,L1,D,0,1.00,0
P,2,6,2,M1,S1,M1,L2,E,0,1.00,0
F,14,2,3,H1,S1,M2,L2,D,1,0.44,0
F,5,6,2,H1,S1,M2,L3,D,1,1.00,0
F,2,0,2,H1,S1,M2,L1,D,1,2.00,0
P,1,2,3,M2,S1,M1,L2,D,5,0.80,0
F,6,10,2,M2,S1,M2,L1,B,0,2.00,0
P,1,8,2,M2,S1,M1,L3,D,0,1.00,0
F,5,0,3,M1,S1,M2,L1,B,0,1.00,0
P,8,2,2,H1,S1,M2,L3,D,1,0.76,0
F,6,14,2,C,S3,M0,L3,B,0,0.61,0
F,11,0,2,M2,S1,M1,L2,D,3,1.00,0
F,5,6,2,M1,S1,M1,L3,B,1,1.00,0
F,1,20,1,M2,S2,M1,L2,B,0,1.00,0
P,5,6,2,M1,S1,M1,L1,B,0,1.00,0
F,3,0,2,M2,S1,M2,L2,B,0,2.00,0
P,14,0,2,M1,S5,M0,L1,B,0,1.00,0
P,1,4,3,M2,S1,M1,L3,D,0,1.00,0
F,4,2,3,H2,S5,M3,L3,D,3,1.00,0
F,8,2,2,H2,S1,M3,L1,B,3,1.00,0
F,15,14,3,M1,S2,M1,L2,D,0,1.11,0
F,4,0,2,M2,S1,M2,L3,D,3,0.45,0
F,13,8,2,H1,S2,M2,L4,D,0,1.00,0
F,1,14,2,H1,S3,M2,L2,D,0,70.38,2
F,1,6,2,M2,S1,M1,L2,D,0,364.57,11
F,6,10,3,M2,S2,M2,L2,D,0,16.29,2
F,12,8,2,M1,S2,M1,L2,B,0,36.57,2
F,10,20,2,C,S1,M0,L1,B,0,87.87,1
F,5,0,2,M2,S1,M3,L1,B,3,2.00,0
F,1,0,2,M1,S2,M1,L1,B,3,69.93,0
F,1,0,2,M1,S3,M1,L2,B,2,69.37,2
F,1,10,2,M1,S1,M2,L2,D,0,306.35,8
F,11,14,3,M1,S1,M1,L2,D,0,22.74,1
F,9,10,2,M1,S3,M1,L3,D,0,0.69,0
F,13,14,2,M1,S2,M2,L1,B,0,4.52,0
F,13,20,2,C,S3,M3,L1,B,0,5.00,1
F,1,2,2,H2,S1,M3,L2,D,0,12.62,0
F,13,10,2,C,S1,M0,L1,B,0,14.91,0
F,2,8,2,M1,S2,M2,L2,B,0,58.82,2
F,14,14,2,M2,S1,M2,L1,D,0,20.41,1
F,1,10,2,H1,S2,M2,L2,D,1,88.88,0
F,1,2,2,M1,S3,M1,L1,D,0,144.59,5
F,9,2,2,M1,S2,M1,L2,D,0,35.30,1
F,11,20,2,M2,S0,M1,L1,B,0,2.90,1
F,11,10,2,C,S2,M0,L1,B,0,32.21,1
F,10,8,2,M2,S2,M1,L2,D,0,9.98,0
F,2,2,2,M1,S2,M1,L1,B,1,24.00,0
F,1,10,2,M1,S3,M2,L4,B,0,1.12,0
F,2,8,3,M2,S1,M2,L2,D,0,32.11,0
F,11,4,2,H1,S0,M2,L3,D,0,12.11,0
F,14,10,2,M2,S2,M1,L1,D,0,7.14,1
F,4,4,2,H2,S3,M3,L3,D,0,1.00,0
F,4,20,2,M1,S2,M1,L1,B,0,66.37,0
F,1,2,2,M1,S3,M1,L3,B,0,14.08,0
P,3,0,2,M1,S1,M2,L1,B,0,9.86,0
P,1,10,2,M2,S2,M1,L2,D,0,1.00,0
F,1,6,2,M2,S1,M3,L3,D,0,3.00,0
F,14,20,1,C,S1,M0,L1,B,0,3.00,0
P,1,0,2,H1,S5,M3,L1,D,3,4.00,0
P,12,6,3,M1,S5,M2,L2,B,0,1.00,0
P,1,4,2,H1,S5,M2,L2,D,0,16.27,0
F,6,0,2,M1,S2,M1,L2,D,0,20.93,1
F,7,10,2,M1,S1,M0,L1,D,0,16.58,0
F,4,2,2,M2,S1,M2,L2,D,2,11.68,1
P,3,2,2,H1,S1,M2,L2,D,0,0.55,1
F,2,8,2,M1,S1,M1,L3,D,0,14.05,0
F,7,4,2,H2,S1,M3,L2,D,2,2.21,0
F,4,2,2,H2,S1,M3,L3,D,2,4.45,1
F,3,4,3,M2,S2,M1,L2,D,0,8.00,0
F,14,14,2,M2,S1,M3,L1,D,0,1.00,1
F,6,8,2,M2,S2,M2,L1,B,0,2.00,0
F,2,2,2,H2,S1,M3,L2,D,4,4.00,0
F,9,6,2,H1,S1,M3,L2,D,1,3.05,0
P,2,10,2,M1,S1,M1,L2,D,0,1.09,0
P,10,4,2,M2,S5,M2,L2,D,2,2.36,0
F,1,8,2,M1,S1,M1,L2,B,1,9.33,0
F,4,20,2,C,S2,M0,L4,B,0,3.00,0
F,14,10,2,M1,S3,M1,L4,B,0,1.00,0
F,2,8,2,H1,S1,M2,L2,D,1,6.58,0
F,14,8,2,H2,S1,M3,L2,D,0,2.59,0
F,3,2,3,M2,S2,M2,L1,D,0,3.02,0
F,14,20,2,M2,S0,M2,L2,B,0,9.13,1
F,1,0,2,M2,S1,M2,L2,B,3,10.00,0
F,1,10,2,H1,S3,M3,L2,B,1,7.21,0
F,13,4,2,M1,S2,M1,L1,D,0,1.00,0
F,4,6,2,H1,S1,M2,L2,D,2,2.00,0
F,1,8,2,M1,S0,M1,L1,B,0,1.47,0
F,3,14,2,M1,S1,M1,L4,D,0,6.65,0
F,13,4,1,M1,S1,M0,L1,E,0,1.00,0
F,2,4,2,M2,S1,M2,L2,D,3,1.44,0
F,2,10,3,M1,S1,M1,L3,D,0,3.00,0
F,1,6,2,H1,S5,M2,L1,B,0,1.00,0
P,1,0,2,M1,S5,M1,L4,B,0,1.00,0
P,2,8,2,H1,S5,M2,L2,D,0,2.34,0
P,1,6,2,M1,S5,M2,L3,B,0,1.00,0
F,1,2,2,M2,S5,M2,L2,B,0,1.00,0
F,3,20,2,M2,S3,M1,L1,D,0,4.00,0
F,14,8,2,H2,S1,M3,L1,D,1,2.00,0
F,10,8,2,M2,S1,M2,L3,B,0,2.00,0
F,7,4,2,H1,S3,M2,L2,D,2,1.00,0
F,4,6,2,M1,S2,M1,L4,B,0,1.00,0
F,4,2,2,H1,S1,M2,L2,B,1,0.53,0
F,2,0,2,M2,S1,M2,L1,B,2,8.45,0
F,11,10,3,M2,S3,M1,L1,D,0,0.21,0
F,1,8,3,M1,S1,M2,L1,B,0,8.50,0
F,1,0,2,H2,S1,M3,L1,B,0,1.08,0
F,13,8,2,M1,S2,M2,L2,D,0,2.00,0
P,11,14,2,M1,S5,M0,L1,B,0,1.00,0
F,10,6,2,M1,S1,M2,L1,B,0,4.00,0
P,7,4,2,M2,S1,M1,L2,D,0,3.00,0
F,2,2,2,M2,S3,M2,L2,B,3,1.23,1
F,5,2,2,M1,S2,M2,L2,B,1,5.00,0
F,6,6,2,H2,S1,M3,L2,D,2,3.00,0
P,3,2,2,M1,S1,M2,L2,D,0,2.00,0
F,2,2,2,H2,S1,M3,L1,B,0,0.37,0
P,10,0,3,M1,S5,M2,L2,D,0,1.00,0
F,10,2,2,M1,S3,M1,L1,B,0,8.00,0
P,3,8,2,M1,S2,M2,L2,D,0,0.78,0
F,3,6,2,M2,S2,M3,L1,D,0,2.00,0
P,1,4,2,M1,S5,M1,L3,B,0,1.00,0
P,14,14,3,M1,S5,M1,L2,B,0,0.41,0
P,14,10,2,H1,S5,M2,L3,D,0,0.55,0
F,4,8,2,M2,S1,M1,L1,D,0,10.00,1
F,10,20,2,C,S0,M0,L4,B,0,0.68,0
P,9,10,2,H1,S5,M2,L3,D,0,1.00,0
F,5,8,2,H1,S5,M3,L2,D,0,0.12,0
P,1,0,2,M1,S5,M1,L3,D,0,4.00,1
F,2,14,3,M2,S2,M1,L4,D,0,1.00,0
P,9,4,3,M2,S5,M2,L3,D,0,1.00,0
F,13,14,2,M2,S1,M2,L3,D,1,1.71,0
F,14,4,2,M1,S2,M1,L3,B,0,0.62,0
F,1,8,2,C,S2,M1,L4,B,0,1.00,0
F,1,6,2,H1,S2,M2,L1,E,0,1.00,0
F,2,10,2,M2,S2,M2,L3,B,0,1.00,0
P,5,0,2,H1,S5,M2,L2,D,2,3.00,0
F,5,4,2,H1,S2,M2,L2,E,0,2.33,0
F,5,14,2,M1,S3,M1,L3,D,0,1.00,0
P,1,4,2,M2,S2,M1,L3,D,0,4.61,0
F,1,8,2,H1,S2,M3,L3,D,2,1.54,0
F,1,4,2,H2,S3,M3,L3,D,1,2.00,0
F,2,14,2,M2,S1,M3,L1,B,0,2.00,0
P,7,10,2,M2,S5,M2,L3,D,0,1.16,0
F,11,4,3,M2,S2,M2,L3,D,1,0.48,0
P,5,4,2,M2,S5,M2,L2,D,3,1.00,0
F,9,14,2,M1,S1,M3,L2,B,0,1.43,0
F,3,10,2,M2,S3,M3,L1,D,0,0.73,0
F,4,8,2,M2,S3,M3,L2,D,0,1.00,1
F,9,0,3,H2,S1,M3,L3,D,4,1.00,0
F,1,0,3,M2,S1,M1,L3,D,0,2.00,0
F,11,0,2,H1,S1,M3,L1,B,1,1.00,0
F,4,14,2,M2,S5,M1,L1,D,0,1.00,0
F,4,8,3,M2,S1,M1,L1,D,0,1.34,0
P,3,2,2,M1,S1,M1,L1,D,0,3.00,0
P,4,6,3,M1,S2,M2,L2,B,0,1.00,0
P,7,4,3,M2,S2,M2,L3,D,0,1.00,0
F,5,2,2,M2,S2,M1,L2,B,1,1.00,0
F,8,6,2,M2,S3,M1,L1,B,1,1.00,0
P,14,8,2,M1,S3,M1,L2,B,0,1.00,0
P,7,2,2,H1,S5,M3,L1,D,3,1.00,0
P,3,0,2,M2,S3,M2,L3,D,0,1.00,0
F,9,8,2,M1,S5,M1,L2,B,0,1.00,0
F,2,14,2,M1,S2,M0,L3,B,0,1.00,0
F,6,20,2,C,S2,M1,L4,B,0,1.00,0
F,1,14,3,C,S2,M1,L1,B,0,1.32,0
F,1,0,2,M2,S1,M1,L3,E,3,0.29,0
F,1,20,2,M2,S1,M1,L4,B,0,0.54,0
P,1,2,2,H1,S5,M2,L3,D,2,1.00,0
F,2,20,2,C,S1,M0,L3,D,0,0.11,0
P,5,6,2,H1,S5,M2,L3,D,2,1.00,0
P,3,0,2,M2,S3,M2,L1,D,2,1.00,0
P,1,2,2,H2,S5,M2,L1,D,2,1.00,0
F,2,14,1,M1,S2,M0,L1,B,0,1.00,0
F,3,6,2,M1,S1,M1,L1,D,2,1.00,0
F,2,0,2,H2,S5,M3,L2,D,3,0.17,0
F,5,4,3,H2,S1,M3,L2,D,0,1.00,0
F,8,6,2,M1,S1,M3,L2,B,1,1.00,0
F,14,8,3,M1,S5,M1,L1,D,0,1.00,0
F,14,8,2,M1,S3,M1,L3,B,0,1.00,0
P,3,8,2,M1,S2,M1,L1,B,0,1.00,0
P,2,2,3,M2,S5,M1,L2,D,0,1.00,0
P,3,8,2,H1,S5,M3,L2,B,0,0.16,0
P,2,0,2,C,S2,M1,L2,B,0,1.00,0
P,3,0,2,M2,S1,M2,L3,D,2,1.00,0
F,3,14,2,M2,S2,M2,L4,B,0,1.00,1
P,2,4,3,H2,S5,M3,L3,D,5,1.00,0
F,8,6,2,H2,S1,M3,L2,B,1,1.00,0
F,6,6,3,H1,S1,M2,L2,D,0,1.00,0
F,8,6,2,H2,S2,M3,L3,D,1,1.00,0
F,11,6,3,M1,S2,M2,L2,B,0,0.24,1
F,8,20,2,M2,S2,M2,L2,D,0,1.00,0
F,4,4,2,H1,S1,M3,L2,E,0,1.00,0
P,11,4,2,M1,S2,M2,L2,B,0,0.19,0
F,4,10,2,C,S2,M1,L4,D,0,1.00,0
F,3,6,2,M2,S1,M1,L1,D,1,1.00,0
F,8,8,2,C,S3,M1,L2,B,0,1.00,0
F,8,0,2,H1,S1,M3,L3,D,3,0.11,0
F,12,0,2,M1,S1,M1,L3,B,0,1.00,0
F,14,14,1,M1,S2,M1,L1,B,0,0.08,0
F,11,20,1,C,S1,M0,L2,B,0,0.31,0
F,1,4,2,M2,S3,M2,L1,D,0,120.86,1
F,11,14,2,M2,S2,M2,L1,D,0,12.03,0
F,8,2,2,M1,S2,M1,L2,B,0,52.32,1
F,9,4,2,M1,S0,M1,L2,B,0,9.51,1
F,14,8,2,M2,S1,M1,L2,D,0,32.79,0
F,3,14,2,M1,S3,M1,L1,B,0,291.77,14
F,1,0,2,H1,S3,M3,L3,D,3,1.00,0
F,1,0,2,M2,S2,M2,L1,D,2,158.66,3
F,6,14,2,M1,S3,M1,L1,D,0,24.29,0
F,10,0,2,M1,S1,M1,L2,B,1,25.89,0
F,5,2,2,M1,S2,M1,L2,D,0,77.43,2
F,3,6,2,M1,S3,M1,L2,B,0,112.50,8
F,1,20,2,H2,S3,M3,L2,B,0,3.68,0
P,1,2,2,M1,S3,M1,L1,B,0,92.80,3
P,3,0,2,M1,S5,M1,L1,B,0,16.55,0
P,3,4,2,M1,S5,M1,L2,D,0,8.61,0
F,7,20,2,C,S2,M0,L3,B,0,1.00,0
F,4,10,2,M1,S2,M2,L1,D,0,10.93,0
P,1,0,2,M1,S1,M1,L2,D,0,27.00,0
F,8,10,2,M1,S2,M1,L3,B,0,8.63,1
F,1,10,2,M2,S2,M2,L1,B,1,27.91,1
F,1,0,2,M2,S2,M1,L1,B,2,34.67,0
F,3,0,2,M1,S1,M1,L1,B,2,18.59,0
F,1,10,2,M1,S1,M0,L1,D,0,102.15,0
P,1,6,3,M1,S5,M1,L2,B,0,1.00,0
F,3,2,2,H1,S1,M2,L2,D,0,3.27,1
F,9,20,2,M1,S1,M1,L2,B,0,26.90,3
F,8,10,2,M1,S1,M2,L2,D,0,42.76,1
F,14,4,2,M2,S1,M1,L3,D,0,19.75,1
F,2,4,2,M1,S2,M1,L2,B,1,7.70,1
F,6,4,2,M1,S2,M1,L2,D,0,65.83,4
F,1,8,2,H2,S3,M3,L3,D,0,3.00,0
F,3,2,2,M2,S2,M1,L2,B,1,5.00,0
P,15,2,2,M1,S5,M1,L2,B,0,5.23,0
F,9,14,2,M2,S1,M1,L2,D,0,28.35,2
F,11,0,2,M2,S1,M2,L1,D,2,8.00,0
F,3,4,2,H1,S2,M2,L3,D,0,12.00,0
F,10,6,2,H1,S1,M2,L3,D,2,1.00,0
F,1,4,2,H1,S3,M3,L1,D,1,6.35,0
F,6,2,2,H2,S1,M3,L2,B,2,1.00,0
F,6,6,2,M1,S2,M2,L1,B,0,1.00,0
F,12,14,2,C,S1,M1,L2,D,0,0.31,0
F,2,0,3,M2,S1,M2,L2,D,0,4.94,0
P,1,0,2,M2,S2,M2,L1,D,0,20.41,0
F,14,8,2,H1,S2,M2,L2,D,1,3.66,0
F,1,2,2,M2,S2,M3,L2,D,1,15.69,1
F,12,2,2,M1,S0,M2,L3,D,0,0.60,0
F,2,0,2,M2,S1,M1,L2,D,1,7.47,2
P,1,0,2,M1,S1,M1,L1,D,1,3.74,0
F,13,20,3,M1,S1,M0,L1,D,0,1.00,0
F,1,20,1,H1,S1,M3,L2,B,0,2.00,0
F,2,0,2,M2,S1,M2,L2,B,1,3.00,0
P,10,10,2,H1,S5,M2,L2,D,0,1.00,0
F,11,6,2,M1,S1,M1,L1,B,1,4.00,0
F,13,20,2,M1,S2,M2,L1,B,0,6.87,0
P,14,0,2,M1,S1,M2,L1,B,0,4.87,1
P,14,2,2,H1,S5,M2,L2,D,2,1.00,0
F,6,14,2,C,S3,M1,L2,B,0,12.65,0
F,2,2,2,M2,S2,M2,L2,D,4,6.00,1
F,12,6,2,M1,S2,M1,L3,D,0,4.94,1
F,5,20,1,C,S3,M1,L1,B,0,2.00,0
F,5,6,2,H2,S1,M2,L2,D,2,1.41,0
F,1,2,2,H2,S3,M3,L2,D,1,9.39,0
F,1,4,3,H1,S1,M2,L2,D,1,3.00,0
F,6,8,2,M2,S1,M1,L2,B,0,2.00,0
P,14,8,2,M2,S5,M1,L2,D,0,1.71,1
F,11,20,2,M1,S1,M1,L3,B,0,0.76,0
F,3,14,2,M2,S1,M3,L2,B,0,1.00,0
F,1,2,2,M1,S3,M3,L2,B,2,3.00,0
F,3,14,2,M2,S1,M2,L1,B,0,14.71,0
P,14,0,2,H1,S5,M3,L2,B,0,0.32,0
F,2,2,2,H1,S2,M2,L3,D,0,4.28,0
F,9,20,2,M1,S2,M1,L1,D,0,6.00,0
F,11,8,2,M2,S2,M3,L2,D,0,0.92,0
P,13,0,2,M1,S3,M1,L2,B,0,2.00,0
P,14,4,2,H2,S5,M3,L2,D,1,1.45,0
F,11,14,2,H1,S1,M2,L3,B,0,1.00,0
F,9,0,2,M1,S1,M3,L2,B,4,3.00,0
F,5,4,2,M1,S3,M1,L2,D,0,10.95,0
F,1,0,2,M2,S1,M3,L2,D,0,7.52,0
P,14,10,2,M1,S5,M2,L2,D,0,6.12,0
F,13,4,2,M1,S1,M1,L4,D,0,0.11,0
F,1,4,2,M2,S3,M1,L3,D,1,4.85,0
F,14,8,2,C,S5,M0,L1,B,0,0.72,0
F,6,8,2,M2,S3,M3,L1,D,0,1.00,0
F,11,8,2,M1,S1,M1,L2,B,1,2.59,0
F,6,20,2,C,S2,M1,L2,B,0,5.00,0
P,3,2,2,H2,S5,M1,L2,E,0,1.00,0
F,2,6,2,M1,S2,M2,L2,D,2,0.66,0
F,1,2,3,M2,S3,M1,L2,D,3,0.36,0
F,4,14,2,M1,S2,M1,L4,D,0,8.18,0
F,11,2,2,H2,S1,M3,L2,D,1,0.55,0
F,11,14,2,C,S0,M0,L3,B,0,2.00,0
F,1,4,2,M1,S2,M2,L4,B,0,3.00,1
P,1,8,2,H2,S5,M3,L3,D,0,4.00,0
F,9,4,2,M1,S0,M1,L2,D,1,0.63,0
P,4,0,2,H2,S5,M3,L1,B,1,1.00,0
F,1,4,2,M2,S5,M1,L3,D,2,1.00,0
F,4,10,3,M1,S2,M2,L1,B,0,3.00,0
F,1,14,1,M1,S2,M2,L2,B,0,1.08,0
F,4,14,2,H1,S2,M2,L2,B,1,1.00,0
F,5,2,2,M2,S1,M1,L1,E,4,1.00,0
F,2,2,2,M2,S1,M3,L2,D,0,5.00,0
P,14,6,2,M2,S1,M2,L3,D,0,1.00,0
F,2,14,2,C,S1,M0,L4,B,0,4.00,0
P,14,2,3,M1,S1,M2,L2,D,0,1.00,0
P,14,0,2,M1,S1,M2,L1,D,0,0.51,0
F,1,20,3,M2,S2,M1,L4,D,0,2.00,0
F,7,2,2,M1,S1,M1,L3,B,1,2.00,0
P,9,4,2,M2,S5,M3,L2,D,1,1.00,0
F,2,2,2,C,S2,M0,L2,B,0,3.33,0
F,7,4,2,M1,S1,M1,L3,B,2,0.71,0
F,6,8,2,H1,S1,M3,L2,D,2,1.00,0
F,11,0,2,H2,S2,M3,L4,D,3,0.26,0
F,2,4,2,M2,S2,M2,L3,B,3,1.00,0
F,12,4,2,H1,S2,M3,L2,D,2,1.00,0
F,11,8,1,M1,S3,M1,L2,B,0,1.00,0
F,4,2,2,M2,S1,M2,L1,D,1,4.00,0
F,11,10,2,H2,S1,M3,L2,D,0,10.66,1
F,7,4,3,M2,S1,M2,L3,D,0,2.00,0
F,14,14,2,H2,S1,M3,L2,D,1,0.14,0
P,1,0,2,H1,S3,M2,L2,D,4,1.00,0
P,9,8,2,H1,S2,M2,L2,D,0,0.64,0
F,8,4,2,M2,S0,M2,L3,D,0,1.18,0
F,3,4,2,H1,S1,M3,L1,D,0,2.00,0
P,4,4,2,M1,S1,M1,L2,B,1,1.00,0
P,13,10,3,M2,S1,M2,L1,B,0,1.00,0
P,10,0,2,M1,S5,M2,L1,B,2,1.38,0
P,1,0,2,H1,S2,M3,L1,D,2,3.00,0
F,5,10,2,M1,S2,M2,L4,D,0,3.00,0
F,11,14,2,M2,S2,M3,L2,B,0,1.75,0
F,14,2,2,M2,S0,M2,L4,D,1,1.00,0
F,3,0,2,H1,S3,M3,L1,D,2,1.00,0
P,2,0,2,M2,S5,M2,L2,B,2,1.00,0
F,2,8,3,M2,S1,M1,L1,D,0,2.00,0
F,1,10,3,H2,S3,M3,L1,B,0,2.00,0
F,9,14,3,M1,S3,M2,L3,B,0,1.00,0
F,8,10,1,M1,S1,M1,L1,B,0,1.00,0
F,8,4,2,M1,S2,M2,L1,B,0,1.00,0
P,12,8,2,M2,S5,M3,L2,D,0,0.56,0
F,14,0,2,M1,S0,M2,L2,B,1,0.16,0
P,14,0,2,M2,S5,M3,L1,D,3,1.32,0
F,14,6,2,C,S2,M2,L2,D,0,1.00,0
F,2,0,2,M2,S1,M1,L2,E,4,1.00,0
F,14,8,2,H1,S3,M2,L1,D,0,1.00,0
P,1,4,2,M1,S5,M1,L1,E,0,1.00,0
P,14,2,2,M1,S2,M1,L2,D,0,0.23,0
P,2,2,3,M2,S5,M2,L2,D,1,1.00,0
F,10,14,2,M1,S1,M0,L4,B,0,1.00,0
F,12,10,2,M2,S1,M2,L2,B,1,0.70,0
F,14,8,2,M1,S0,M0,L2,B,0,0.14,0
F,3,10,2,H1,S3,M3,L2,D,1,2.00,0
F,14,6,2,M2,S0,M2,L1,D,1,1.00,0
F,14,10,2,M2,S5,M2,L2,D,0,4.94,1
F,8,4,2,H1,S1,M1,L1,E,0,1.00,0
F,8,8,3,M2,S2,M2,L2,D,0,3.00,0
F,2,2,2,H2,S3,M3,L1,D,1,1.00,0
F,1,14,1,M2,S1,M3,L1,B,0,2.00,0
F,1,2,2,M1,S1,M2,L4,D,1,1.00,0
F,10,10,2,H2,S0,M3,L2,D,0,0.75,0
F,2,0,3,H1,S5,M3,L1,D,1,1.00,0
F,9,6,2,M1,S2,M1,L2,B,2,1.00,0
F,4,4,2,M2,S1,M3,L3,D,4,1.00,0
P,14,4,2,M1,S5,M2,L3,D,0,1.00,1
F,4,14,1,M1,S2,M1,L2,D,0,0.17,0
F,11,10,2,C,S2,M3,L2,B,0,0.44,0
F,8,10,3,M2,S3,M2,L1,D,0,0.21,0
P,5,4,2,H1,S1,M2,L1,D,0,1.00,0
F,12,4,2,M2,S0,M3,L2,B,1,0.17,0
F,1,10,2,M1,S2,M1,L3,D,1,1.00,0
F,2,10,2,H2,S3,M3,L2,B,0,1.00,0
F,10,10,2,M1,S2,M2,L3,D,0,1.89,0
F,4,20,2,M1,S1,M1,L4,B,0,1.00,0
F,13,10,2,H2,S2,M3,L2,D,1,1.00,0
F,11,10,2,C,S1,M2,L2,B,0,0.21,0
F,8,4,2,M2,S0,M2,L2,D,2,1.00,0
F,3,6,2,H1,S2,M2,L1,D,1,1.00,0
F,1,4,2,M2,S2,M1,L4,B,1,1.00,0
F,3,10,1,H1,S1,M2,L2,B,0,0.40,0
F,3,4,2,H2,S2,M2,L3,D,1,1.00,0
F,11,2,2,M2,S2,M1,L3,D,3,0.72,0
F,15,4,2,M1,S2,M1,L2,D,0,1.00,0
F,7,2,2,M2,S2,M3,L1,D,2,0.27,0
F,12,4,2,H2,S0,M3,L3,D,4,0.87,0
F,7,10,2,H2,S5,M3,L2,D,0,1.00,0
F,11,6,2,H1,S1,M3,L3,D,1,1.00,0
F,1,10,2,H2,S3,M3,L2,B,2,1.00,1
F,9,8,2,H1,S3,M2,L2,D,0,1.00,0
F,2,10,2,H1,S1,M1,L1,D,0,1.00,0
F,15,14,2,M1,S1,M2,L1,B,0,1.00,0
F,6,6,2,M2,S2,M2,L4,D,1,1.00,0
P,3,6,2,H2,S2,M3,L2,E,0,0.28,0
F,4,0,3,M2,S1,M2,L3,D,0,0.55,0
F,15,10,2,M2,S2,M2,L3,D,1,1.00,0
F,1,14,1,M2,S1,M3,L1,B,1,0.40,0
F,13,10,2,H2,S0,M3,L2,D,2,1.00,0
P,3,4,2,M2,S2,M2,L3,D,1,1.00,1
F,7,4,3,H1,S1,M2,L3,D,1,1.00,0
F,6,0,2,M1,S2,M1,L2,E,1,1.00,0
F,8,0,2,M2,S2,M1,L3,D,1,1.00,0
F,1,2,2,H2,S0,M3,L2,B,1,1.00,0
F,1,20,3,M1,S2,M0,L3,D,0,1.00,0
F,2,4,2,M2,S1,M2,L3,D,0,76.58,3
F,2,14,2,C,S3,M1,L1,B,0,171.88,3
F,1,10,2,M2,S3,M1,L3,D,0,10.49,0
