F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE
F,2,10,2,M2,S1,M2,L1,D,1,5.00
F,4,0,2,M2,S1,M1,L1,D,1,5.28
F,3,10,3,M2,S2,M2,L3,D,0,5.00
F,1,4,2,M2,S3,M2,L1,B,0,18.00
F,11,4,2,M1,S0,M2,L3,B,0,1.33
F,2,2,2,M1,S2,M2,L3,B,1,1.00
F,8,8,2,M1,S1,M1,L3,D,0,7.29
F,14,14,2,M2,S1,M2,L2,D,1,15.42
F,8,10,2,M1,S0,M2,L1,B,0,1.00
F,14,14,3,M1,S1,M1,L1,D,0,4.58
F,10,20,2,M2,S2,M1,L1,B,0,2.00
F,4,8,2,M1,S5,M1,L2,B,0,2.00
F,6,14,2,H1,S2,M3,L2,B,0,1.00
F,7,20,2,C,S3,M0,L1,D,0,4.00
P,12,10,2,H2,S5,M3,L2,D,0,0.17
F,14,10,2,M2,S0,M3,L2,B,0,3.08
P,4,2,2,M2,S5,M2,L3,D,1,1.00
F,3,10,2,M1,S3,M1,L4,B,0,1.00
P,5,0,2,M1,S5,M1,L1,D,0,1.00
F,2,0,2,M1,S1,M1,L4,B,0,1.15
P,12,4,2,M2,S1,M1,L2,D,1,2.00
F,7,4,2,H1,S2,M2,L3,D,0,1.00
F,3,0,2,H2,S2,M3,L1,D,0,2.67
F,3,4,2,H2,S1,M3,L2,D,1,5.33
F,9,4,2,M2,S1,M1,L3,D,1,4.00
F,14,10,2,M1,S0,M2,L2,D,0,11.94
F,14,4,2,M2,S0,M2,L1,D,0,1.92
F,13,20,3,C,S2,M0,L2,D,0,3.00
P,2,8,2,M1,S5,M1,L2,B,0,2.18
P,2,14,3,M2,S5,M1,L1,D,0,1.00
F,11,8,2,M2,S2,M2,L3,D,0,1.69
F,4,2,2,H2,S2,M3,L2,D,4,1.00
P,8,10,2,M2,S5,M2,L2,D,0,4.88
P,1,14,2,M1,S5,M1,L1,D,0,4.38
F,14,14,2,M2,S0,M1,L2,B,0,1.11
F,11,4,2,C,S2,M1,L2,B,0,1.15
F,7,4,2,M2,S2,M1,L3,D,1,2.00
F,14,4,2,M1,S1,M1,L3,D,1,2.80
P,14,6,3,M2,S5,M2,L3,D,0,2.00
F,9,14,3,M1,S1,M1,L2,D,0,4.00
F,12,6,2,M1,S1,M2,L2,B,0,8.24
F,3,4,2,M2,S3,M2,L3,D,0,5.73
P,6,4,2,M2,S5,M2,L3,D,0,1.29
F,10,6,2,M1,S1,M1,L2,B,2,1.00
P,3,4,2,M2,S2,M2,L3,D,0,2.64
F,1,4,2,H1,S3,M2,L2,D,2,4.00
F,8,14,1,M1,S1,M1,L1,B,0,1.48
F,11,0,2,M1,S5,M1,L1,B,0,6.00
F,3,4,2,C,S1,M1,L2,B,0,2.00
F,1,6,2,H2,S2,M2,L2,D,0,2.00
F,2,10,3,M1,S2,M1,L2,B,0,4.00
F,1,4,3,M1,S5,M2,L2,B,0,1.00
F,9,20,2,H1,S1,M3,L1,B,0,1.00
F,4,4,2,H1,S5,M2,L2,D,3,1.00
F,6,20,2,C,S3,M1,L2,B,0,2.00
F,14,20,2,M2,S5,M2,L1,B,0,1.00
F,9,14,2,H1,S1,M3,L3,D,0,1.00
F,11,2,2,H2,S1,M3,L3,D,0,0.68
F,4,14,2,C,S3,M0,L4,B,0,1.00
F,4,6,2,M1,S2,M2,L4,B,0,2.00
F,14,4,2,M1,S1,M1,L2,B,2,0.12
F,12,10,2,M1,S2,M1,L3,B,0,1.30
F,10,10,3,M1,S0,M1,L2,D,0,1.00
P,15,4,2,M1,S5,M1,L1,D,0,1.00
F,1,2,2,M2,S2,M2,L3,B,2,1.00
F,11,8,2,H2,S1,M3,L1,D,1,1.00
F,7,10,2,C,S1,M0,L4,B,0,2.00
F,14,14,3,M1,S0,M1,L1,D,0,0.24
F,2,2,2,M2,S3,M1,L3,D,2,0.70
F,3,4,2,M2,S2,M3,L3,D,0,1.49
F,1,10,3,M1,S2,M2,L3,B,0,2.85
F,10,4,3,M2,S3,M2,L1,D,0,1.00
F,2,0,3,M1,S1,M1,L1,B,0,1.00
F,14,6,2,M2,S1,M1,L2,E,0,1.00
F,11,20,2,C,S3,M3,L2,B,0,0.42
F,15,6,2,M1,S1,M1,L1,B,0,3.33
F,9,4,2,M2,S5,M1,L2,D,0,1.00
P,14,4,2,M1,S5,M1,L3,D,1,0.45
P,8,2,2,M1,S3,M1,L2,B,0,1.00
F,7,0,2,M1,S2,M1,L1,D,4,1.00
P,11,0,2,M1,S5,M2,L1,D,0,2.00
F,9,8,2,M2,S2,M2,L3,B,0,1.00
F,8,6,2,M2,S3,M1,L1,D,1,0.32
F,1,10,2,M1,S2,M3,L2,B,0,1.00
F,2,10,2,H2,S1,M3,L1,D,0,1.72
F,13,14,2,M1,S0,M2,L1,D,0,1.00
F,3,6,2,H1,S2,M2,L4,D,1,0.73
F,1,6,2,M2,S2,M1,L3,B,0,1.00
F,1,2,2,M1,S2,M2,L4,D,0,1.00
P,6,2,2,H1,S5,M2,L3,D,0,1.00
F,1,2,2,M1,S2,M0,L2,B,1,1.00
F,3,8,2,H1,S2,M2,L1,D,0,2.00
F,10,0,2,M2,S5,M2,L1,D,1,0.73
F,9,14,2,M2,S1,M2,L3,D,0,1.00
P,15,2,2,M1,S5,M2,L4,D,0,1.00
P,6,0,2,M2,S2,M1,L2,D,1,1.00
P,13,4,3,M2,S5,M2,L1,D,0,1.00
F,3,4,2,H1,S2,M3,L3,D,2,0.28
F,1,8,2,M1,S3,M3,L1,B,0,1.00
F,1,2,3,H1,S1,M3,L2,D,0,0.90
F,1,0,2,M2,S2,M3,L1,D,5,1.00
F,1,0,2,H1,S1,M2,L2,D,5,0.53
F,1,8,2,H1,S2,M3,L3,B,0,1.00
P,2,10,2,H1,S5,M3,L2,B,0,1.00
F,6,4,2,M1,S1,M2,L2,D,1,1.00
F,3,4,3,M2,S1,M1,L1,D,1,1.00
F,4,14,2,C,S1,M0,L3,D,0,0.37
F,3,2,3,M1,S1,M1,L3,D,0,0.98
P,12,8,2,M1,S0,M1,L2,B,0,1.00
F,2,14,2,M2,S5,M2,L2,B,0,1.00
F,1,0,3,H2,S2,M3,L1,D,0,1.00
P,10,0,2,M1,S5,M2,L2,B,2,0.30
F,12,0,2,M1,S2,M1,L1,B,1,1.00
P,13,0,2,H2,S5,M3,L1,D,4,1.00
F,6,14,2,M2,S0,M2,L2,D,1,1.00
F,3,4,2,M2,S1,M2,L2,D,3,0.21
P,10,0,2,M1,S0,M2,L1,B,0,1.00
F,1,4,2,H2,S3,M3,L2,B,1,2.00
F,5,0,2,M2,S5,M1,L2,D,2,1.00
F,10,20,2,C,S0,M0,L3,B,0,1.00
F,4,0,2,H1,S2,M2,L1,E,2,1.00
F,2,14,2,M1,S2,M1,L2,D,0,273.72
F,1,8,2,M1,S1,M1,L2,B,0,1133.43
F,14,14,2,M1,S0,M1,L1,B,0,57.66
F,14,8,2,M1,S1,M1,L2,D,0,82.15
F,7,14,2,C,S2,M0,L1,B,0,73.74
F,1,6,2,M1,S1,M1,L1,D,0,156.51
F,1,8,2,M1,S1,M1,L1,D,0,164.18
P,12,10,2,M2,S5,M2,L2,D,0,5.80
F,8,2,2,M1,S3,M1,L2,B,0,13.18
F,1,0,2,M1,S1,M1,L2,B,1,72.47
P,10,10,2,M1,S5,M1,L4,D,0,1.00
F,1,14,3,M1,S3,M1,L1,B,0,17.56
F,7,14,2,M1,S3,M1,L2,B,0,28.20
F,1,10,3,M2,S2,M2,L3,D,0,16.12
F,11,8,2,M1,S2,M1,L3,D,0,6.90
F,1,8,2,M1,S2,M2,L1,D,1,1.00
F,3,4,3,M2,S2,M2,L2,D,0,4.18
F,11,10,2,M1,S0,M1,L1,D,0,30.12
F,3,4,2,M2,S2,M2,L1,D,1,6.00
F,14,8,3,M2,S2,M1,L2,D,0,1.72
F,10,8,2,M1,S1,M1,L2,D,0,85.67
P,14,0,2,H1,S5,M3,L1,D,3,1.24
F,1,14,2,C,S3,M0,L2,D,0,19.83
F,1,6,2,H2,S2,M3,L2,D,1,36.00
P,1,0,2,M1,S2,M2,L2,B,0,29.69
F,4,2,2,M1,S1,M1,L2,D,1,4.15
F,1,8,2,C,S1,M1,L2,B,0,25.29
F,1,4,1,H1,S2,M3,L1,B,1,0.44
F,15,20,2,C,S2,M0,L1,B,0,3.00
F,5,4,3,M1,S1,M2,L2,D,0,2.00
F,1,14,3,M2,S1,M1,L2,D,0,55.68
F,2,4,2,M1,S2,M2,L2,B,0,20.24
P,3,0,2,M2,S3,M2,L1,D,0,1.00
F,2,4,2,H2,S1,M3,L1,D,2,2.55
F,5,0,2,M1,S2,M2,L1,B,0,7.00
F,5,14,2,C,S3,M1,L2,B,0,9.60
F,11,14,2,C,S2,M0,L1,D,0,2.00
F,5,8,2,M2,S1,M2,L2,B,0,6.63
F,4,10,2,M2,S2,M2,L2,B,0,13.41
F,9,8,2,M2,S1,M2,L2,D,1,7.22
F,4,8,2,M1,S2,M1,L4,B,0,3.34
F,1,0,2,H1,S2,M3,L4,D,4,0.32
F,1,4,2,M1,S2,M1,L3,D,1,5.29
F,12,14,2,C,S5,M1,L2,B,0,1.00
F,6,14,2,M2,S2,M1,L2,D,1,0.29
F,6,10,2,H1,S2,M2,L1,D,0,3.00
F,1,4,2,M1,S1,M1,L2,D,1,8.93
F,14,14,2,H1,S3,M2,L2,D,0,0.96
F,5,6,2,C,S2,M1,L1,B,0,4.00
F,1,14,2,M2,S1,M2,L4,D,0,11.73
F,10,14,2,M1,S2,M0,L2,B,0,12.74
F,4,4,2,H2,S3,M2,L3,D,3,1.00
F,4,6,2,H2,S2,M3,L2,D,0,4.78
F,11,6,2,M2,S0,M2,L2,D,2,1.00
P,5,0,2,M2,S5,M2,L1,B,2,1.00
F,5,14,2,M1,S3,M0,L4,D,0,0.10
F,3,0,2,M2,S2,M2,L1,E,2,1.00
P,1,0,2,H2,S5,M3,L1,D,3,12.94
F,8,14,2,C,S2,M0,L1,D,0,1.00
F,7,10,2,M1,S2,M2,L2,B,0,9.02
F,3,2,2,H1,S3,M3,L2,D,1,1.70
F,5,2,2,M1,S3,M2,L2,B,0,6.00
F,9,0,2,C,S2,M1,L1,B,0,2.50
P,11,4,2,M1,S2,M1,L2,B,0,1.00
F,12,14,2,M1,S3,M1,L2,D,0,7.00
F,2,4,2,H2,S2,M2,L2,D,1,1.00
F,6,14,2,M1,S3,M2,L1,B,0,2.00
P,1,0,2,M2,S5,M2,L1,D,2,7.91
F,11,8,2,M1,S0,M2,L2,D,0,4.45
F,11,2,2,H1,S2,M2,L1,D,1,1.00
F,1,4,2,H2,S1,M2,L1,D,1,4.00
F,5,10,2,M2,S1,M3,L1,D,0,1.00
F,4,0,2,H1,S3,M2,L1,D,2,1.98
F,3,0,2,M2,S3,M2,L1,B,2,1.90
F,14,0,3,M2,S2,M2,L1,B,4,0.15
F,6,8,2,M1,S2,M2,L3,D,0,0.35
F,1,6,3,H1,S1,M3,L2,D,0,2.00
F,13,14,2,M2,S1,M2,L2,D,1,4.60
F,12,8,2,M1,S1,M1,L4,B,0,2.00
F,3,8,2,H2,S1,M3,L2,D,2,0.41
P,15,6,2,H1,S5,M2,L2,D,0,0.90
F,9,14,3,M2,S1,M1,L2,D,0,4.00
F,6,8,2,M1,S1,M2,L1,D,0,1.15
F,1,8,2,C,S3,M1,L4,D,0,1.00
F,1,10,2,M1,S1,M2,L2,D,1,3.10
F,5,4,2,H1,S1,M3,L3,D,1,3.30
F,10,10,2,M1,S2,M1,L3,B,0,3.00
F,7,10,2,M1,S2,M2,L1,D,0,4.43
F,6,2,2,M2,S1,M3,L2,D,0,3.34
F,11,6,2,H2,S2,M3,L1,B,1,0.50
F,14,6,2,H1,S1,M1,L3,D,0,1.00
F,13,14,1,M1,S1,M2,L1,B,0,1.00
P,9,0,2,M1,S1,M1,L2,D,0,3.00
F,2,0,2,H1,S2,M3,L2,D,4,2.83
P,1,2,2,H1,S1,M3,L2,D,1,0.65
P,1,8,2,M1,S5,M0,L2,D,0,1.00
F,4,2,2,M1,S1,M0,L2,B,0,1.00
F,13,0,2,M1,S2,M2,L1,B,0,1.00
F,1,4,2,M2,S3,M3,L1,D,1,2.00
F,13,10,2,M2,S0,M1,L2,B,1,1.00
F,1,8,2,H1,S0,M2,L1,D,1,1.00
F,5,0,2,M1,S3,M2,L1,B,0,2.00
F,1,10,2,C,S2,M3,L2,B,0,1.00
F,12,6,2,M1,S3,M1,L2,B,1,1.00
F,2,4,2,M1,S2,M2,L2,D,1,0.33
F,9,10,2,H2,S1,M3,L2,D,3,0.94
F,5,8,2,M1,S5,M1,L1,D,0,1.00
F,1,8,2,H1,S3,M2,L3,D,1,1.00
P,4,0,2,M2,S3,M2,L1,D,3,1.00
P,14,2,2,M2,S2,M1,L2,D,1,0.11
F,1,14,2,H1,S1,M3,L2,B,1,1.54
P,7,8,2,M1,S5,M1,L2,B,0,2.00
F,7,8,2,H2,S2,M3,L2,B,0,1.00
F,1,8,2,H1,S5,M3,L2,B,3,1.00
F,12,10,2,H2,S2,M3,L3,D,0,1.00
P,8,4,2,M2,S1,M1,L3,D,0,0.33
F,12,2,1,M2,S0,M3,L4,B,0,0.13
F,12,20,2,C,S1,M0,L2,D,0,3.00
P,13,10,3,M1,S5,M1,L2,D,0,3.00
F,11,2,2,H2,S1,M3,L2,D,4,1.00
F,7,8,2,H1,S2,M3,L3,D,1,0.28
F,2,20,2,H1,S3,M2,L2,D,0,1.00
F,14,14,3,M2,S1,M1,L1,D,0,2.34
F,5,4,2,M1,S2,M1,L3,D,1,0.47
P,7,0,2,M2,S5,M2,L1,D,1,1.00
F,6,2,1,M1,S2,M1,L2,E,0,1.00
F,9,6,3,M2,S2,M2,L2,D,0,3.00
F,14,14,2,C,S1,M2,L1,B,0,0.09
F,4,0,2,M2,S1,M1,L4,B,1,0.12
F,7,10,2,M2,S2,M1,L3,D,0,2.00
P,11,10,2,M2,S5,M2,L4,D,0,1.00
F,10,6,2,M1,S3,M2,L2,B,1,1.00
P,14,2,2,M1,S3,M1,L2,D,0,1.01
F,1,4,2,H1,S5,M2,L2,D,1,2.00
F,7,6,2,C,S2,M0,L3,B,0,1.00
F,12,20,1,H1,S2,M2,L1,B,0,1.00
P,13,0,2,M1,S0,M1,L2,B,0,1.00
P,13,8,2,M1,S0,M1,L1,B,0,1.00
F,1,8,2,H2,S1,M2,L1,D,0,1.00
F,7,14,1,M1,S1,M1,L2,D,0,0.83
F,13,8,2,H1,S3,M2,L2,D,0,1.24
F,13,8,2,C,S2,M1,L1,B,0,2.00
F,6,2,2,H1,S2,M3,L3,D,1,0.56
F,4,2,2,M2,S1,M3,L3,D,0,1.00
F,1,0,2,M2,S1,M1,L1,B,3,1.00
F,1,6,3,M2,S2,M2,L3,B,0,0.89
F,1,6,2,C,S1,M3,L2,D,0,1.00
P,1,8,2,H1,S5,M3,L1,B,0,1.00
F,2,4,2,M2,S1,M3,L3,D,2,0.60
F,6,14,2,M2,S1,M2,L3,D,0,1.00
P,12,14,2,M1,S1,M1,L2,B,0,0.23
P,5,2,2,M2,S1,M2,L2,D,3,0.75
F,14,6,2,H1,S2,M2,L2,D,1,1.00
F,6,0,3,M1,S1,M2,L2,B,0,1.00
F,11,8,2,M1,S1,M1,L2,D,0,102.88
F,1,6,2,M1,S2,M1,L2,D,0,1526.93
F,3,14,2,M1,S2,M1,L2,D,0,194.52
F,1,14,2,C,S3,M0,L2,B,0,521.30
F,8,10,2,C,S1,M0,L2,D,0,3.00
F,1,14,2,M1,S1,M2,L2,B,0,83.92
F,4,14,2,M1,S2,M1,L2,D,0,193.04
F,1,0,2,M1,S2,M1,L2,B,0,630.25
F,3,8,2,M1,S3,M1,L1,B,0,134.64
F,6,8,2,M2,S1,M2,L2,D,0,61.12
F,15,14,2,M1,S1,M1,L1,B,0,9.33
F,1,4,2,M1,S2,M2,L2,D,0,149.36
F,1,4,2,M2,S2,M1,L3,D,1,28.16
F,1,20,2,M1,S3,M1,L1,D,0,98.84
F,4,4,2,M2,S3,M2,L2,D,0,12.20
F,15,14,2,M1,S3,M1,L3,B,0,1.00
F,1,4,2,M1,S2,M1,L4,D,0,15.80
F,10,4,2,M1,S0,M1,L1,B,0,5.99
F,13,20,2,C,S1,M0,L2,B,0,14.13
F,1,20,2,M2,S3,M2,L2,D,0,8.04
F,2,4,2,M2,S2,M2,L1,D,1,4.00
F,11,10,2,M2,S1,M1,L2,D,0,49.24
P,1,2,3,M1,S2,M2,L2,D,0,3.00
F,1,2,2,M1,S2,M1,L1,B,2,31.74
F,11,14,2,M1,S1,M0,L1,D,0,16.06
F,13,2,2,M1,S1,M1,L1,B,0,8.00
F,9,6,2,M1,S3,M1,L2,B,0,13.23
F,14,6,2,H1,S2,M3,L2,D,1,1.42
F,10,20,2,M1,S3,M1,L1,B,0,10.75
F,2,8,2,M1,S3,M2,L2,B,0,15.73
F,6,4,2,H1,S2,M2,L2,D,1,3.00
F,14,4,2,M1,S3,M1,L3,D,0,0.31
F,1,6,2,C,S1,M1,L1,B,0,12.00
F,3,4,2,M1,S1,M1,L3,B,0,8.00
P,14,14,2,H1,S5,M2,L2,B,0,0.16
F,10,2,2,M2,S1,M0,L3,E,0,1.00
F,8,14,2,H1,S1,M3,L2,D,0,4.65
F,2,0,2,H2,S2,M3,L3,D,1,1.00
F,3,2,2,H1,S1,M2,L2,D,2,4.00
F,1,4,2,M2,S2,M3,L4,D,0,2.00
F,10,14,2,M1,S1,M1,L1,B,1,2.41
F,12,2,2,H1,S2,M3,L2,D,4,0.12
F,3,8,2,M2,S1,M2,L2,D,1,16.77
F,5,0,3,M2,S2,M2,L3,D,0,1.00
F,5,6,3,M2,S2,M2,L3,D,0,1.00
F,10,6,2,M1,S1,M0,L2,B,1,0.98
F,15,14,2,C,S1,M0,L2,B,0,12.90
F,14,10,2,M2,S5,M1,L2,D,0,2.42
F,9,2,2,M2,S1,M3,L3,D,3,1.00
P,14,14,2,H1,S1,M3,L2,B,0,0.15
F,3,10,2,M1,S1,M2,L3,B,0,1.00
F,1,14,3,M1,S2,M2,L1,B,0,12.35
F,1,2,2,H1,S1,M3,L2,D,0,6.81
F,1,8,3,M2,S1,M1,L2,B,0,1.00
F,3,2,2,M2,S1,M2,L1,D,3,2.57
F,11,10,2,M1,S1,M2,L1,D,0,5.32
P,11,4,2,H1,S5,M2,L2,D,0,2.00
F,2,20,2,M2,S2,M2,L2,D,0,2.27
F,1,8,2,H1,S2,M2,L4,D,1,4.00
P,1,2,2,M2,S5,M3,L2,B,4,1.00
F,4,10,2,M1,S1,M2,L1,B,0,9.58
F,7,20,2,C,S2,M0,L2,D,0,6.14
F,4,0,2,M2,S3,M2,L1,B,2,3.00
F,11,14,2,C,S0,M1,L4,B,0,1.86
F,10,8,3,M1,S1,M2,L1,D,0,1.00
F,6,10,2,M1,S3,M2,L2,D,0,3.78
F,11,2,2,H1,S0,M3,L2,D,1,1.00
F,14,2,2,M1,S0,M1,L2,B,1,2.94
P,2,2,2,M1,S1,M1,L3,D,0,6.26
F,9,20,2,M1,S3,M2,L2,B,0,2.00
F,3,10,3,M2,S1,M1,L3,D,0,2.00
F,5,4,2,M2,S0,M1,L1,D,0,1.00
F,13,6,2,M2,S1,M3,L2,D,0,1.00
F,4,14,2,C,S2,M0,L2,D,0,1.25
P,2,0,2,M2,S1,M1,L1,D,2,2.00
F,4,4,2,H1,S2,M2,L1,B,1,1.28
F,10,10,2,M1,S2,M1,L3,D,0,4.00
P,14,10,2,M1,S3,M1,L2,B,0,0.24
P,1,10,2,M1,S2,M0,L2,D,0,1.00
F,3,10,3,H1,S2,M2,L2,D,0,4.36
F,4,0,2,M1,S1,M1,L1,B,4,1.00
F,1,20,1,M2,S3,M1,L2,B,0,1.00
F,10,20,2,C,S2,M0,L2,D,0,5.57
F,1,4,2,H1,S1,M3,L3,B,0,1.00
P,5,4,3,M2,S5,M2,L1,D,0,1.00
F,5,2,2,M1,S2,M1,L1,B,2,2.00
F,14,10,2,M1,S3,M2,L2,B,0,1.01
F,11,0,2,M2,S0,M1,L2,D,0,1.00
F,6,0,2,M2,S3,M2,L1,B,3,1.00
F,9,2,2,M1,S1,M1,L4,D,0,1.00
F,12,14,2,M1,S1,M1,L3,B,0,1.53
F,2,20,2,M1,S1,M1,L1,D,0,2.86
F,6,4,2,M1,S1,M2,L3,D,0,1.91
F,5,2,2,C,S1,M1,L1,B,0,2.00
F,1,4,2,H2,S3,M3,L1,B,0,1.00
F,3,4,2,M1,S1,M2,L4,D,0,0.56
F,8,20,2,M1,S2,M0,L1,D,0,2.71
F,6,4,2,M2,S1,M2,L2,D,2,2.42
F,2,0,2,M2,S2,M2,L3,D,1,1.00
F,7,10,2,C,S3,M0,L2,B,0,2.28
F,12,8,2,M1,S1,M2,L4,B,0,1.00
F,14,10,2,M2,S2,M2,L3,D,1,0.99
F,1,8,3,H1,S3,M2,L1,B,0,1.00
F,6,2,2,M2,S2,M1,L3,D,3,1.00
F,2,10,2,H2,S2,M3,L1,B,0,2.00
F,10,10,2,H2,S1,M3,L1,D,0,1.00
F,7,10,2,M1,S3,M2,L1,B,0,3.00
P,5,2,2,M1,S5,M2,L2,D,0,1.00
F,10,14,2,M1,S0,M2,L1,B,0,1.00
F,3,8,2,M1,S1,M0,L3,D,0,1.00
F,6,0,3,M2,S1,M2,L1,B,1,1.00
F,14,4,2,M2,S5,M2,L2,D,0,0.86
P,3,0,2,M2,S5,M2,L2,D,3,2.51
F,2,2,2,M2,S2,M2,L3,D,3,1.00
F,9,8,2,M1,S2,M1,L4,D,0,2.00
F,14,10,3,H1,S1,M2,L3,D,0,0.49
P,14,4,2,M2,S1,M2,L2,D,0,1.80
P,14,4,2,M2,S2,M1,L2,D,1,0.23
P,8,6,2,M1,S5,M1,L4,D,0,2.00
F,14,14,2,M2,S5,M1,L2,D,0,1.00
F,8,0,2,M1,S2,M2,L1,B,1,1.00
P,7,2,2,M1,S2,M1,L1,B,0,2.00
P,2,4,2,M1,S5,M1,L1,D,0,1.00
F,7,10,2,H1,S1,M2,L1,D,0,2.00
P,1,0,2,M1,S5,M2,L2,B,0,1.00
F,8,6,2,H2,S2,M3,L2,D,3,1.00
P,14,8,2,M1,S1,M1,L1,B,0,2.00
F,1,0,2,M2,S1,M1,L1,B,1,1.00
P,7,8,2,M1,S1,M1,L3,B,0,1.00
F,7,14,2,M2,S2,M1,L1,B,0,0.40
F,9,2,2,M1,S3,M1,L1,E,0,1.00
F,2,2,2,M2,S3,M2,L3,D,1,0.53
F,6,2,2,M1,S5,M1,L3,D,0,1.00
F,11,10,2,M2,S1,M3,L3,D,0,0.10
F,7,6,2,M1,S1,M2,L3,B,0,1.00
F,4,6,2,M2,S1,M1,L3,D,1,0.46
F,5,20,2,M1,S3,M2,L1,B,0,2.00
F,1,10,2,M1,S5,M1,L4,D,0,0.24
F,3,0,2,H1,S1,M3,L1,B,2,1.00
F,9,0,2,M1,S1,M1,L3,B,0,1.00
F,1,0,2,H1,S2,M3,L4,D,1,1.00
F,4,4,2,M1,S5,M1,L1,B,0,1.00
F,8,6,2,M1,S5,M1,L2,D,0,1.00
F,9,10,2,M2,S0,M2,L3,D,0,1.00
F,1,14,2,M2,S0,M1,L1,D,0,1.00
F,6,8,2,M1,S2,M1,L2,B,1,0.88
P,3,10,3,H2,S5,M2,L2,D,0,1.00
P,4,4,2,M2,S2,M1,L3,D,0,1.00
F,4,20,1,M1,S1,M1,L1,B,0,1.00
P,5,4,2,M2,S5,M2,L3,D,3,0.16
F,3,2,2,H1,S1,M1,L3,D,0,1.00
P,3,4,2,M2,S1,M1,L2,D,0,2.00
F,4,4,2,H1,S2,M2,L2,B,0,1.00
F,3,14,3,M2,S1,M1,L2,B,0,1.00
F,12,10,1,M1,S1,M0,L2,B,0,1.00
F,11,14,2,M2,S1,M0,L1,B,0,1.00
F,13,2,2,M2,S1,M2,L2,B,1,1.00
F,8,0,2,H2,S1,M3,L3,B,4,1.00
F,11,4,2,H2,S1,M3,L2,B,2,1.00
F,11,2,2,M1,S0,M2,L2,B,0,0.64
F,1,14,2,M1,S0,M1,L2,D,0,4.27
F,3,14,3,M1,S2,M1,L2,D,0,10.60
F,4,4,2,M1,S1,M2,L2,B,0,14.07
F,8,8,2,M1,S2,M2,L2,D,0,3.00
F,14,0,2,M1,S1,M1,L1,B,2,12.60
F,4,2,2,M1,S2,M1,L3,D,0,19.16
F,3,10,2,M2,S3,M2,L1,B,1,3.00
P,2,10,3,H1,S5,M2,L2,D,0,1.00
F,4,14,2,M1,S1,M0,L1,B,0,16.42
F,11,6,2,M2,S1,M2,L2,D,1,10.56
F,1,8,2,H1,S2,M3,L2,D,0,49.24
F,1,14,1,H2,S3,M3,L2,B,0,1.00
F,4,10,2,M1,S1,M0,L1,D,0,12.25
F,8,10,2,M2,S1,M2,L1,B,0,6.00
F,1,2,2,M1,S2,M1,L2,D,1,64.25
F,1,2,2,H1,S1,M3,L2,D,4,6.33
P,1,0,2,M2,S1,M1,L2,D,0,1.00
P,11,0,2,M1,S5,M1,L1,B,0,6.69
F,1,6,2,M2,S1,M3,L4,D,0,1.00
F,14,20,2,M2,S1,M2,L2,D,0,6.79
F,8,20,2,C,S1,M1,L1,D,0,1.34
F,7,8,2,M2,S1,M2,L2,B,0,5.41
P,9,4,2,H1,S5,M3,L1,D,0,1.00
F,1,20,2,C,S1,M1,L1,B,0,31.04
F,2,6,2,M2,S1,M2,L2,B,1,1.00
P,13,0,2,M1,S5,M1,L3,D,0,7.00
P,4,10,2,M1,S5,M1,L1,D,0,1.00
F,3,14,2,H1,S1,M3,L2,D,0,6.80
F,1,0,3,M2,S2,M2,L1,D,0,25.79
F,4,10,3,M2,S2,M1,L3,D,0,3.00
F,6,8,2,M1,S3,M0,L1,B,0,5.00
F,3,14,2,M1,S3,M1,L1,B,1,1.00
F,3,14,1,H2,S3,M3,L1,B,1,0.98
F,12,10,2,M1,S5,M1,L1,D,0,1.00
F,9,14,2,M1,S5,M2,L2,D,0,1.00
P,2,0,2,M1,S1,M2,L2,B,0,1.00
P,12,6,2,M2,S5,M2,L2,D,0,10.33
F,1,14,2,M1,S3,M2,L3,B,0,5.76
F,10,10,2,H2,S3,M3,L2,B,0,2.00
F,1,2,2,H1,S5,M2,L3,D,0,0.21
F,1,2,2,H1,S2,M2,L3,D,3,2.72
F,5,0,2,H1,S1,M2,L1,D,4,1.00
F,1,0,2,M2,S5,M2,L1,D,1,1.00
P,1,0,3,H1,S5,M2,L3,D,0,0.40
F,9,6,2,H1,S1,M2,L2,D,1,6.56
F,4,2,2,M2,S3,M2,L1,D,0,1.74
F,2,10,3,M1,S2,M1,L1,D,0,6.00
F,3,0,2,M2,S2,M2,L1,B,3,4.00
P,12,10,2,M1,S5,M1,L2,B,0,2.00
F,11,14,2,H1,S5,M2,L2,D,0,2.00
F,10,8,2,C,S1,M0,L1,B,0,3.00
F,13,10,3,M1,S1,M2,L2,B,0,1.00
F,4,6,3,M1,S2,M1,L3,D,0,1.00
F,4,0,2,M2,S1,M1,L2,D,0,6.81
F,9,20,2,M1,S3,M0,L3,D,0,1.00
F,14,6,2,M2,S1,M2,L2,D,2,1.67
F,8,8,2,C,S1,M1,L1,B,0,3.00
P,1,10,2,M1,S2,M1,L1,D,0,1.93
F,2,8,3,M1,S3,M2,L2,B,0,1.00
F,1,0,2,M2,S3,M3,L1,B,5,3.00
F,3,20,2,M1,S1,M0,L2,D,0,3.39
F,8,6,2,M1,S3,M1,L2,B,1,1.00
F,2,8,2,M1,S1,M1,L4,D,0,2.00
F,15,10,2,M1,S1,M0,L2,D,0,5.94
F,8,0,2,M2,S1,M2,L1,D,3,4.00
