F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE
F,1,2,3,M2,S2,M2,L2,D,5,1.00
F,1,6,2,H2,S5,M3,L2,D,3,2.00
F,10,10,2,M1,S2,M1,L2,D,1,0.38
F,8,2,2,M2,S5,M1,L2,D,2,1.00
F,3,2,3,H1,S2,M2,L2,D,5,0.73
P,1,2,2,M1,S0,M1,L1,B,0,1.00
F,4,6,2,H1,S2,M2,L1,D,1,0.89
F,4,0,2,M2,S1,M2,L2,B,3,1.00
P,12,0,2,M1,S5,M1,L3,D,2,1.00
F,7,2,2,M2,S2,M1,L2,D,4,1.00
F,9,4,2,H1,S1,M3,L1,D,0,1.00
P,3,0,3,M2,S5,M2,L1,D,0,1.00
F,1,4,2,M1,S1,M1,L2,D,0,558.27
F,12,10,2,M1,S0,M1,L2,D,0,91.07
F,1,2,2,M1,S2,M1,L2,B,0,1453.47
F,7,20,2,C,S3,M0,L1,B,0,47.25
F,14,14,2,M1,S2,M1,L1,B,0,89.68
F,7,14,2,H1,S1,M2,L1,D,0,2.97
F,2,4,2,H2,S2,M3,L3,B,0,0.96
F,1,10,2,M1,S3,M2,L1,B,1,5.49
F,1,10,2,H1,S3,M2,L1,D,0,26.44
F,8,14,2,M1,S3,M1,L2,B,0,34.94
F,1,14,2,M1,S2,M1,L3,D,0,118.15
F,1,0,2,M1,S3,M2,L1,B,3,22.29
P,2,2,2,M1,S2,M2,L2,B,0,13.00
F,3,14,2,M1,S1,M2,L2,D,0,9.59
F,1,0,2,C,S3,M0,L1,B,0,19.00
F,3,14,2,M1,S2,M1,L3,B,0,6.20
F,1,20,2,M1,S3,M0,L2,B,0,58.48
F,12,20,2,M1,S0,M1,L1,B,0,13.03
F,2,10,1,H2,S1,M3,L2,B,0,1.10
P,4,2,2,H1,S1,M3,L3,D,2,0.40
F,9,6,2,M1,S2,M1,L2,D,0,37.39
F,12,2,2,M1,S2,M1,L1,B,0,12.44
F,6,14,2,C,S3,M0,L4,B,0,2.68
F,9,10,2,M1,S1,M1,L3,D,0,14.33
F,4,14,3,M2,S1,M2,L1,B,0,0.25
F,13,20,2,M2,S2,M2,L2,B,0,0.64
F,6,20,2,C,S2,M0,L1,B,0,69.73
F,14,6,2,M1,S0,M0,L2,D,0,2.00
F,2,10,2,M1,S1,M1,L1,B,1,1.00
F,11,6,2,M1,S1,M2,L2,D,0,6.95
F,14,2,2,M1,S1,M1,L3,D,0,20.17
F,10,4,2,M1,S3,M2,L2,B,0,2.00
F,6,2,2,M2,S1,M1,L3,D,1,2.20
F,1,0,2,M1,S2,M1,L2,B,3,28.02
F,1,20,2,M2,S2,M1,L4,D,0,2.00
P,11,0,2,M2,S5,M1,L1,D,0,1.27
F,4,20,2,C,S2,M0,L2,B,0,12.04
F,13,10,2,M1,S0,M1,L1,D,0,5.74
F,6,14,2,M1,S3,M2,L2,B,0,4.25
P,1,14,2,M1,S5,M1,L1,B,0,11.70
P,3,6,2,M1,S1,M2,L2,B,0,0.72
F,10,10,2,M2,S2,M3,L3,D,0,1.00
F,1,2,2,M2,S1,M3,L2,D,0,13.22
P,15,6,2,M1,S2,M1,L2,B,0,2.00
P,11,6,2,M1,S5,M1,L2,B,0,5.43
F,7,4,2,M2,S3,M2,L2,D,0,3.00
F,5,8,2,H2,S2,M3,L2,D,0,3.40
F,13,10,2,M2,S0,M2,L2,D,0,12.99
F,14,0,2,M2,S1,M2,L1,D,0,4.00
F,2,8,2,H1,S1,M1,L2,D,0,1.00
F,6,2,2,H1,S2,M2,L1,D,2,1.00
F,7,6,2,C,S1,M1,L2,B,0,5.00
F,14,2,2,H1,S2,M2,L4,D,1,0.09
F,5,2,2,M2,S2,M3,L2,B,0,2.00
F,14,6,2,M1,S1,M2,L1,B,0,3.00
F,2,6,2,H2,S1,M3,L1,D,0,2.00
F,9,2,2,M1,S2,M1,L3,D,0,8.00
F,3,6,2,M2,S2,M1,L2,D,1,9.15
F,5,14,2,M2,S1,M2,L2,B,0,8.85
P,14,4,2,H1,S0,M3,L2,D,0,0.96
F,9,10,2,M2,S2,M2,L1,B,1,0.23
F,4,2,2,M1,S1,M1,L1,B,1,3.31
F,1,4,2,H1,S2,M2,L3,D,2,5.93
F,5,0,2,M2,S1,M2,L2,D,1,4.00
P,10,6,3,M2,S5,M2,L4,D,0,1.00
F,11,2,2,C,S2,M0,L3,B,0,1.00
P,9,2,2,M2,S1,M2,L2,D,2,1.00
F,1,4,2,M1,S1,M1,L4,D,1,1.56
F,12,14,3,M1,S0,M1,L2,D,0,0.62
F,8,4,2,H1,S1,M2,L1,D,0,1.90
P,14,10,2,H1,S5,M3,L4,D,0,1.00
F,1,14,2,H1,S1,M3,L1,D,1,1.00
F,3,0,2,M2,S3,M1,L1,D,2,1.00
P,5,0,2,H1,S5,M3,L1,D,3,1.00
F,11,10,2,M1,S2,M2,L4,D,0,1.00
F,3,2,2,M1,S1,M2,L2,B,2,1.00
F,9,2,2,M1,S2,M2,L1,B,0,2.00
F,6,10,2,M1,S1,M1,L2,B,1,1.80
F,12,14,2,M1,S1,M2,L2,D,1,0.21
F,1,2,2,H1,S1,M3,L4,D,2,0.75
F,5,4,3,M2,S1,M1,L2,D,0,3.40
P,10,0,2,M1,S1,M1,L1,B,0,4.00
F,1,0,2,H1,S3,M3,L1,B,3,3.00
F,5,14,2,M2,S2,M1,L2,D,1,1.00
F,3,20,1,C,S1,M2,L1,B,0,1.00
F,4,8,2,M1,S3,M2,L2,B,0,2.08
F,8,14,2,H1,S1,M3,L1,D,1,1.00
F,2,6,3,M2,S2,M2,L2,B,0,2.00
F,1,6,2,H2,S2,M3,L1,D,3,3.77
F,3,10,3,M2,S2,M2,L2,B,0,2.61
F,14,0,2,M1,S2,M1,L2,D,1,0.14
F,14,14,2,H1,S1,M2,L4,D,0,0.68
F,3,20,2,M1,S2,M1,L4,D,0,3.00
P,13,4,2,M2,S1,M3,L4,B,0,0.90
F,1,0,3,M2,S1,M1,L1,D,3,2.00
F,6,8,2,M2,S5,M2,L2,D,0,1.00
F,4,20,3,M1,S1,M1,L2,D,0,2.72
P,11,0,3,H1,S5,M2,L1,D,1,1.00
F,8,0,2,M1,S2,M2,L2,B,0,3.00
F,1,2,2,H2,S2,M2,L2,D,2,5.22
F,4,2,2,H2,S2,M3,L3,D,2,2.00
F,8,2,2,H1,S3,M2,L3,D,0,0.92
F,1,0,3,H1,S5,M2,L1,D,0,0.65
P,11,4,2,M2,S5,M2,L2,D,1,3.00
F,3,4,2,M1,S3,M2,L2,D,0,3.00
F,15,0,2,M1,S1,M1,L2,B,2,1.00
F,1,10,1,M1,S1,M1,L1,B,0,1.56
F,10,2,2,M1,S3,M1,L2,B,1,1.00
F,14,10,3,M2,S0,M2,L2,D,0,0.91
F,1,0,3,M2,S3,M2,L2,B,0,1.00
F,1,0,2,H1,S5,M3,L2,B,0,1.00
F,3,20,2,C,S1,M0,L1,D,0,2.00
F,10,20,2,H2,S3,M3,L1,B,1,1.00
F,9,14,2,M1,S3,M2,L1,B,0,2.00
F,9,14,2,M1,S2,M1,L3,B,0,2.00
F,5,20,2,C,S1,M1,L1,B,0,3.87
F,7,14,2,C,S2,M0,L2,E,0,1.00
F,4,2,2,M1,S3,M2,L1,B,3,1.00
P,1,6,3,M1,S2,M2,L2,B,0,1.00
F,5,0,2,H1,S3,M2,L2,D,1,1.00
P,3,8,2,M1,S5,M1,L2,B,0,2.00
F,8,0,2,M2,S1,M2,L2,B,2,1.00
F,4,6,2,M2,S2,M3,L2,D,0,1.00
P,10,0,2,H2,S5,M3,L2,D,0,1.00
F,11,8,2,M1,S2,M1,L4,D,0,3.00
F,5,20,2,C,S1,M0,L2,D,0,1.00
F,7,2,2,H1,S1,M1,L2,E,3,0.31
F,2,10,3,M1,S2,M1,L3,D,0,2.00
P,5,6,2,H2,S5,M3,L2,D,1,1.49
P,12,2,2,M1,S2,M1,L2,B,3,1.00
F,4,2,2,M1,S0,M1,L2,D,0,1.00
P,6,10,2,H1,S5,M2,L2,D,1,1.00
F,8,20,2,H1,S3,M1,L1,D,0,1.00
F,12,20,3,M2,S2,M1,L1,D,0,1.00
P,7,14,2,M1,S5,M0,L1,D,0,1.00
F,2,2,2,H2,S2,M3,L2,D,5,1.00
F,14,14,2,M1,S2,M1,L2,B,1,2.46
P,7,6,2,M2,S2,M1,L1,D,0,1.00
F,4,0,2,H1,S3,M3,L1,D,3,1.00
F,3,20,2,C,S2,M1,L3,B,0,0.86
F,1,6,2,H1,S2,M2,L2,E,2,0.97
F,6,20,2,C,S3,M0,L4,D,0,1.00
P,11,6,3,H1,S5,M2,L1,D,1,1.00
F,3,4,2,H1,S3,M2,L2,E,0,1.00
F,2,14,2,C,S2,M2,L2,D,0,0.72
F,12,6,2,M2,S1,M3,L2,D,1,0.61
F,4,10,2,H2,S5,M3,L2,B,1,1.00
F,12,4,2,M2,S2,M2,L3,D,3,1.00
F,1,10,3,H2,S1,M3,L2,D,1,1.00
F,7,6,2,C,S0,M1,L2,B,0,1.00
F,5,6,2,M1,S3,M2,L1,D,0,1.00
F,9,20,2,M2,S3,M1,L2,B,0,1.00
F,3,0,2,H1,S2,M2,L1,D,4,1.00
F,12,8,3,M1,S2,M2,L4,D,0,1.00
F,14,8,2,M1,S3,M1,L1,B,1,0.09
F,2,2,2,M1,S1,M1,L1,B,2,1.00
F,4,20,2,M1,S2,M2,L2,D,0,0.71
F,14,6,2,M1,S1,M1,L2,E,0,1.00
F,1,6,2,M2,S1,M2,L1,D,0,108.25
F,11,8,2,M2,S1,M2,L2,D,0,58.39
F,10,2,2,M2,S1,M2,L3,D,3,1.00
F,3,10,2,M1,S2,M1,L4,D,0,6.92
F,8,4,2,C,S2,M1,L2,D,0,1.00
F,14,0,2,M1,S1,M1,L1,D,0,17.08
F,11,6,2,M1,S2,M1,L1,D,0,18.17
F,12,4,2,M2,S0,M1,L2,D,0,1.87
P,4,0,2,H2,S5,M3,L1,D,4,2.56
F,12,14,2,C,S2,M0,L1,B,0,37.55
F,2,8,2,M1,S1,M2,L1,B,0,9.00
F,5,10,2,M1,S1,M0,L3,D,0,1.35
F,1,10,3,H1,S1,M2,L2,D,0,28.71
P,14,0,2,M1,S1,M1,L1,B,1,19.00
P,1,6,2,H2,S5,M3,L2,D,1,10.15
F,6,8,2,C,S2,M1,L1,B,0,11.00
F,12,14,2,M2,S1,M2,L3,D,0,3.00
F,12,0,2,M2,S0,M2,L1,D,2,2.00
F,1,20,2,M1,S1,M1,L2,D,0,42.00
F,7,0,2,M1,S1,M1,L1,D,1,2.32
F,12,2,2,M1,S1,M1,L2,B,0,52.54
F,11,2,2,M2,S1,M3,L3,D,1,1.00
F,1,0,2,M1,S1,M2,L1,B,3,15.76
F,14,20,2,M1,S2,M1,L2,B,0,38.27
F,13,4,2,M2,S3,M2,L2,B,3,1.00
F,7,10,2,M1,S1,M2,L2,B,0,25.15
F,12,10,2,M1,S1,M1,L1,D,0,26.29
F,1,2,2,H1,S2,M2,L2,D,3,23.14
F,2,20,2,M1,S2,M0,L2,D,0,9.89
F,13,20,2,C,S3,M0,L2,D,0,1.00
F,14,20,1,C,S3,M3,L1,B,0,2.16
P,14,14,2,M1,S1,M1,L2,D,0,0.15
F,1,2,2,M2,S2,M2,L1,D,2,17.11
F,1,14,2,M2,S2,M1,L1,B,0,22.38
F,10,20,2,M1,S0,M0,L2,B,0,2.00
F,14,8,2,C,S0,M1,L2,B,0,2.55
F,3,0,2,M2,S2,M3,L2,D,3,1.00
F,11,14,2,M2,S0,M2,L2,B,1,2.00
F,3,2,2,H2,S1,M3,L2,D,3,1.00
F,1,4,2,M1,S1,M0,L1,B,1,3.97
F,2,4,2,M1,S1,M1,L2,D,1,2.00
P,12,2,3,M2,S5,M1,L1,D,0,3.00
F,3,4,2,M2,S3,M1,L2,D,0,11.08
F,13,10,2,M1,S2,M0,L1,B,0,1.00
F,13,20,2,C,S1,M0,L4,B,0,3.00
F,1,10,3,H1,S3,M3,L2,D,0,2.08
F,12,10,2,M1,S1,M2,L1,B,0,2.68
F,7,2,2,M1,S2,M1,L2,D,1,1.00
F,14,8,2,H2,S1,M3,L2,D,2,1.87
F,1,10,3,M1,S2,M2,L4,B,0,0.31
F,4,6,2,M1,S3,M1,L3,B,0,2.00
F,2,20,2,M2,S3,M1,L2,D,0,2.00
F,14,20,1,C,S1,M2,L1,B,0,3.00
P,1,4,2,M1,S5,M1,L3,D,0,5.18
P,3,0,2,M1,S5,M1,L1,B,2,1.30
F,2,6,2,C,S3,M0,L2,B,0,3.81
F,11,4,2,M1,S3,M1,L2,D,0,6.07
P,9,10,2,M1,S5,M1,L2,B,0,1.98
F,1,2,2,M2,S3,M2,L1,E,2,1.00
F,9,0,2,M1,S2,M1,L2,B,0,8.00
F,9,20,2,C,S2,M2,L4,B,0,1.00
F,10,14,2,M1,S1,M1,L1,D,1,0.94
P,4,4,2,H1,S5,M2,L3,D,0,1.00
F,14,14,1,M2,S1,M3,L2,B,0,0.08
F,11,6,3,M1,S1,M1,L2,D,0,2.27
P,2,20,3,M1,S5,M1,L2,D,0,1.00
F,11,0,2,M2,S1,M2,L2,B,1,2.00
P,1,14,2,M2,S3,M1,L2,D,0,2.00
F,7,2,2,H1,S1,M3,L2,D,1,3.00
P,1,2,2,H2,S2,M3,L2,D,5,0.56
P,5,6,2,M1,S1,M1,L1,D,0,1.00
F,8,8,1,H1,S1,M3,L1,B,0,0.35
F,4,6,2,H1,S1,M2,L3,D,1,0.87
F,3,8,3,M1,S2,M2,L1,B,0,2.00
F,2,4,2,M1,S1,M2,L1,B,0,7.00
F,13,8,2,C,S1,M0,L2,B,0,1.00
P,1,4,2,M1,S2,M2,L3,B,0,1.00
P,1,20,2,M1,S5,M1,L2,D,0,1.67
F,10,14,3,M1,S5,M2,L2,D,0,1.00
P,1,14,3,M1,S5,M1,L2,B,0,1.00
F,1,10,1,C,S2,M0,L3,D,0,1.00
F,3,2,2,M1,S2,M2,L3,D,0,3.00
F,10,8,2,H1,S0,M3,L2,D,0,2.00
F,4,14,2,H1,S3,M2,L1,D,0,1.00
F,13,6,2,H1,S0,M2,L2,D,0,1.77
F,1,14,2,M2,S2,M2,L4,B,0,1.52
F,1,0,2,M1,S5,M1,L4,B,0,1.00
F,13,20,2,M1,S2,M0,L2,D,0,0.80
F,14,14,2,H2,S3,M3,L1,D,0,0.25
F,2,0,2,H2,S3,M3,L1,B,4,1.00
F,11,10,2,H2,S3,M3,L2,E,0,0.45
F,10,4,2,C,S2,M0,L1,B,0,1.00
F,10,14,2,M1,S0,M1,L2,B,1,1.97
F,9,14,2,M2,S1,M2,L4,D,0,0.38
F,14,4,2,M1,S0,M1,L2,D,2,0.56
F,9,14,3,H1,S1,M2,L2,D,0,2.00
P,14,4,2,H2,S5,M3,L3,D,0,0.47
F,12,8,2,M2,S0,M2,L1,D,0,2.00
F,7,2,3,M2,S1,M1,L2,D,1,1.00
P,8,8,2,M1,S5,M1,L2,D,0,1.00
F,14,14,2,M2,S2,M2,L1,B,0,4.65
F,10,0,2,M1,S1,M1,L1,B,3,4.00
F,2,4,3,M1,S2,M1,L1,B,0,1.00
F,3,4,2,H2,S2,M3,L3,D,4,2.06
P,8,8,2,M1,S2,M1,L2,B,0,1.00
F,1,2,2,M2,S2,M1,L3,D,5,1.00
F,4,2,2,C,S3,M0,L2,B,0,1.00
F,6,0,2,M1,S2,M2,L1,B,0,3.00
F,1,4,2,M2,S0,M2,L2,D,0,2.00
F,3,6,2,H2,S1,M3,L4,D,4,0.53
F,10,6,2,C,S2,M0,L2,B,1,1.00
F,1,6,3,M2,S3,M2,L4,D,0,1.00
F,8,6,2,M1,S1,M0,L3,B,1,1.00
F,6,14,2,H1,S2,M3,L1,B,0,1.00
F,6,2,3,M2,S3,M2,L2,D,0,2.00
F,7,2,2,H1,S1,M3,L3,D,0,0.43
F,7,14,2,M2,S3,M2,L1,B,0,1.00
P,9,4,3,M2,S5,M2,L1,D,0,1.00
F,2,6,2,M1,S2,M0,L3,D,0,1.00
F,8,14,2,M1,S3,M1,L3,D,0,1.00
P,5,6,2,M2,S2,M1,L2,D,0,1.00
F,5,4,2,H2,S2,M3,L2,D,2,0.71
P,10,2,2,M2,S5,M2,L3,D,2,1.00
F,12,10,2,M2,S2,M2,L1,D,1,1.00
F,5,14,2,H1,S2,M3,L1,B,0,1.00
F,11,2,2,H1,S0,M3,L3,D,1,1.00
F,12,2,2,M1,S1,M2,L1,B,1,0.24
F,1,4,3,M1,S5,M1,L3,D,0,0.42
P,12,6,2,M2,S1,M3,L2,D,0,0.22
F,6,14,2,M2,S3,M1,L2,B,0,0.57
F,1,4,2,H1,S2,M1,L2,D,2,1.00
F,2,14,2,H1,S3,M1,L2,D,0,1.00
F,1,2,2,H2,S3,M3,L2,B,2,0.67
F,10,14,3,M2,S1,M2,L2,D,0,2.00
F,2,0,2,H2,S3,M3,L2,D,3,1.00
F,9,6,2,H2,S5,M3,L2,D,0,0.10
F,1,8,3,H1,S3,M3,L2,D,0,1.00
P,11,14,2,H2,S5,M3,L3,B,0,1.00
P,7,2,2,M1,S3,M2,L2,B,0,0.80
P,8,2,2,M1,S1,M2,L3,D,0,0.22
P,2,8,3,M2,S5,M1,L2,D,0,1.00
F,8,0,2,H1,S1,M3,L2,D,4,1.00
P,4,0,3,M2,S1,M2,L3,D,0,0.59
F,14,0,2,M1,S2,M1,L1,D,3,1.00
P,13,0,2,M1,S5,M1,L1,B,2,1.00
F,1,20,2,M1,S2,M2,L3,B,0,1.00
P,13,0,2,M2,S5,M1,L1,D,4,1.00
F,8,0,2,M2,S3,M3,L1,B,3,1.00
P,2,0,3,H1,S5,M3,L2,D,0,1.00
P,12,2,2,M1,S5,M2,L1,B,1,1.00
F,1,20,2,M1,S3,M0,L1,B,0,338.97
P,14,2,2,M2,S0,M3,L3,D,2,0.16
F,3,14,2,C,S1,M1,L1,B,0,53.71
F,2,4,2,M2,S1,M3,L3,D,1,0.49
F,1,10,2,M2,S2,M2,L2,B,0,185.21
F,5,10,2,C,S1,M1,L1,B,0,23.19
F,6,6,2,M2,S2,M2,L1,D,0,7.00
P,13,6,2,M1,S5,M1,L2,D,0,4.44
F,10,14,2,C,S2,M0,L2,B,0,57.40
F,1,10,2,H2,S5,M3,L3,D,1,1.00
F,6,10,2,H2,S2,M3,L2,D,1,1.00
F,3,10,2,M1,S2,M0,L2,B,0,24.02
F,7,4,2,M1,S1,M2,L2,B,0,12.28
F,1,14,2,M2,S2,M3,L2,B,0,24.90
F,7,4,2,M2,S1,M1,L3,D,0,7.33
F,1,2,2,H1,S1,M3,L3,D,1,13.46
F,1,6,2,H1,S3,M3,L3,D,0,2.00
F,3,10,2,M1,S2,M1,L1,B,1,2.00
P,1,6,2,M1,S1,M1,L2,D,0,15.20
F,3,6,2,M2,S2,M2,L3,D,0,23.11
F,11,6,2,M2,S0,M1,L2,D,0,4.26
F,1,2,3,H1,S5,M2,L3,D,2,1.00
P,3,14,2,M1,S1,M1,L1,B,0,0.80
F,1,14,3,M2,S3,M2,L1,D,0,6.00
F,1,0,2,M2,S1,M1,L1,E,0,6.00
F,4,14,1,H2,S1,M3,L1,B,0,0.59
F,14,2,2,M2,S3,M2,L2,D,1,0.49
F,4,8,2,M2,S1,M2,L2,D,1,14.89
P,6,4,2,M2,S1,M2,L4,D,0,1.00
F,2,14,3,M1,S2,M2,L3,B,0,1.00
F,1,14,2,M2,S2,M2,L3,D,1,6.00
F,9,4,2,M2,S1,M2,L1,D,2,1.00
F,2,10,2,M2,S3,M2,L1,D,0,26.59
F,9,4,2,M1,S1,M1,L1,B,1,4.00
F,4,10,2,M2,S3,M2,L1,D,0,19.24
F,8,8,2,H2,S2,M3,L3,D,1,1.00
P,8,4,2,M1,S1,M1,L2,D,0,1.00
F,4,14,1,H1,S1,M2,L2,B,1,0.51
F,13,4,2,M2,S1,M1,L2,D,1,1.00
F,5,10,3,M1,S2,M2,L2,B,0,3.10
F,1,0,2,H1,S1,M3,L2,D,4,7.00
P,11,0,2,M1,S5,M2,L1,B,2,1.00
F,6,0,2,H2,S2,M3,L2,D,5,2.00
P,11,14,2,C,S2,M1,L2,B,0,1.00
F,8,20,2,M1,S3,M0,L1,B,0,3.00
F,10,2,2,M2,S1,M1,L2,D,1,3.00
P,1,8,2,M2,S2,M3,L2,D,0,1.00
F,11,0,2,M1,S0,M1,L1,B,3,1.00
F,8,0,2,M2,S1,M2,L1,D,1,3.00
F,5,8,2,M1,S1,M2,L2,D,0,8.41
F,6,0,2,M2,S3,M1,L1,D,0,1.00
F,4,0,2,M1,S1,M3,L2,B,4,1.00
F,9,2,3,M2,S5,M2,L2,D,0,0.44
F,1,6,3,M1,S3,M2,L2,B,0,7.17
F,3,8,2,C,S3,M0,L1,B,0,10.00
F,5,8,3,M1,S2,M1,L2,D,0,2.00
P,1,4,2,H2,S5,M2,L3,D,1,1.00
F,13,14,2,M2,S1,M1,L2,B,0,0.90
F,10,4,2,M1,S1,M0,L3,D,0,1.00
F,7,14,2,M1,S1,M3,L2,B,0,1.00
F,6,4,2,M2,S1,M3,L3,D,1,1.47
P,3,10,2,M1,S1,M1,L2,B,0,3.00
F,4,4,2,M2,S2,M2,L2,B,3,1.00
F,7,2,2,H1,S1,M2,L2,D,2,2.00
F,2,8,2,M2,S3,M1,L1,D,0,6.00
F,11,6,2,M2,S3,M2,L2,B,0,1.00
F,2,8,2,M2,S0,M2,L2,D,0,1.00
P,1,0,2,M2,S5,M2,L1,D,4,4.00
F,14,0,2,M2,S3,M2,L1,B,0,1.00
F,6,4,2,H2,S1,M3,L2,B,0,1.00
F,1,2,2,H2,S1,M2,L2,D,0,2.00
P,1,2,3,M2,S2,M2,L1,D,0,1.00
F,2,2,2,M2,S2,M2,L2,B,2,1.22
F,8,0,2,M1,S5,M1,L1,B,0,3.00
F,5,8,3,M2,S3,M2,L1,D,0,0.78
F,9,2,2,H1,S2,M2,L3,B,3,0.28
F,3,14,2,H2,S1,M3,L2,D,0,3.09
F,6,8,2,C,S3,M0,L2,B,0,3.00
F,8,2,2,M2,S1,M3,L2,B,0,2.87
F,3,2,2,M1,S1,M1,L1,B,1,7.00
F,14,0,2,M2,S3,M2,L2,D,2,2.00
F,3,14,2,H1,S3,M3,L1,B,0,1.00
F,5,0,2,H1,S2,M3,L2,D,0,1.00
F,2,14,2,M2,S1,M2,L2,B,1,2.14
P,14,14,2,M1,S5,M1,L2,D,1,0.27
F,3,10,2,H1,S3,M3,L1,D,0,1.00
F,15,10,2,H1,S1,M3,L2,B,0,0.51
F,14,4,2,M1,S2,M0,L3,D,0,1.20
F,13,10,2,H1,S1,M3,L2,B,0,1.00
P,13,10,3,M2,S5,M1,L3,D,0,1.00
F,5,8,2,M2,S3,M2,L1,D,0,4.00
F,7,4,2,M1,S1,M2,L1,D,3,0.58
F,13,14,2,M1,S2,M2,L2,D,0,2.00
F,11,6,2,M2,S1,M1,L2,D,1,6.79
F,1,8,2,M1,S5,M2,L2,B,0,0.60
F,8,8,2,H1,S0,M3,L2,B,0,1.00
F,11,6,2,M2,S1,M2,L4,D,0,1.23
P,1,20,2,C,S5,M0,L2,D,0,1.00
P,5,0,2,M2,S2,M1,L2,D,2,1.00
F,3,20,3,M2,S1,M1,L2,D,0,1.64
F,1,10,2,M2,S2,M2,L4,B,0,2.49
F,7,6,2,M1,S1,M0,L3,B,1,1.00
F,3,0,2,M1,S1,M1,L1,D,2,3.00
F,1,10,2,M2,S1,M1,L1,E,0,2.00
P,1,6,2,H2,S5,M3,L1,B,3,0.10
P,2,2,2,M1,S2,M1,L4,D,1,1.00
F,9,8,3,H1,S2,M2,L2,D,0,1.00
F,1,8,2,C,S3,M1,L1,D,0,2.00
P,3,0,2,H2,S5,M3,L2,D,2,1.00
P,2,8,2,M1,S1,M1,L2,B,0,0.94
F,4,10,2,M2,S3,M2,L4,D,0,1.00
F,3,8,2,H1,S5,M2,L4,D,0,0.93
F,8,2,2,H2,S0,M3,L2,D,3,1.00
P,1,20,3,M1,S5,M1,L4,D,0,1.00
F,15,14,2,H1,S3,M2,L2,D,0,0.70
F,11,2,2,M2,S1,M1,L2,B,1,1.00
F,4,10,2,M1,S0,M1,L2,D,0,1.37
F,5,4,2,M2,S1,M2,L1,D,1,1.00
F,4,0,2,M1,S2,M1,L2,B,4,1.00
F,6,0,2,H2,S3,M3,L2,D,0,1.00
F,5,14,2,M1,S1,M0,L3,D,0,1.00
F,8,4,3,M2,S1,M2,L1,D,0,1.00
F,8,20,2,C,S1,M2,L1,B,0,2.00
F,5,2,2,C,S1,M1,L2,B,0,1.00
F,11,20,3,C,S1,M0,L1,B,0,1.00
F,8,6,3,M1,S1,M2,L1,B,0,1.00
F,14,14,2,M1,S1,M3,L1,B,0,0.66
F,2,0,2,H2,S2,M3,L1,D,5,2.00
P,11,4,2,M1,S5,M2,L2,D,0,1.00
F,9,14,2,M2,S1,M1,L2,D,1,1.00
F,9,14,1,M1,S1,M0,L1,B,0,1.00
F,5,2,2,H1,S1,M2,L2,D,0,1.00
F,1,4,2,M2,S2,M3,L2,B,1,1.00
P,7,0,2,M1,S2,M1,L3,B,0,1.00
F,1,0,2,H1,S1,M3,L1,E,5,2.00
F,10,10,2,H1,S0,M2,L3,D,1,0.42
F,2,4,2,M2,S2,M2,L2,B,0,1.00
F,4,14,2,H1,S3,M3,L2,D,0,1.00
F,8,4,2,M1,S1,M1,L2,B,2,2.00
F,14,6,2,H1,S0,M3,L3,D,1,0.89
F,8,0,2,M1,S5,M2,L1,D,0,1.00
F,12,0,2,M1,S5,M1,L2,B,0,1.00
F,3,4,2,M1,S5,M1,L2,D,1,1.00
F,14,10,2,M2,S3,M2,L1,B,0,1.00
P,1,6,2,H1,S5,M3,L3,D,0,1.00
F,8,20,2,C,S0,M0,L2,D,0,1.00
P,12,2,2,M2,S5,M2,L2,D,2,1.00
F,5,0,2,M2,S3,M1,L1,B,3,1.00
P,4,10,2,C,S1,M1,L1,B,0,1.00
F,2,4,2,H2,S2,M3,L4,D,3,1.00
P,1,6,2,M2,S1,M2,L3,D,1,1.00
F,1,4,3,M2,S1,M2,L2,D,2,1.00
F,2,0,2,H1,S2,M3,L1,B,3,1.00
F,13,20,1,C,S1,M3,L1,B,0,1.00
F,1,4,2,M2,S1,M2,L3,D,1,30.12
F,3,0,2,M1,S1,M1,L2,D,1,3.00
F,5,4,2,M1,S2,M1,L2,D,0,55.96
F,7,2,2,M1,S1,M1,L2,B,0,66.25
F,1,4,2,M2,S1,M1,L2,D,1,69.54
F,11,0,2,M1,S3,M1,L1,D,0,4.00
F,11,14,2,M1,S2,M1,L2,D,0,157.26
F,5,8,2,M1,S3,M1,L2,D,0,24.29
F,1,20,2,C,S3,M0,L1,D,0,124.61
F,5,10,2,M1,S3,M1,L2,D,0,41.65
F,6,10,2,M1,S1,M1,L1,B,0,149.67
F,4,14,3,M1,S2,M1,L3,D,0,1.00
F,4,4,2,M1,S1,M1,L1,B,0,46.93
P,8,0,2,M1,S5,M1,L2,D,0,1.00
F,8,8,2,M1,S1,M2,L2,B,0,24.29
F,11,10,2,M1,S3,M1,L1,D,0,15.85
F,12,10,2,M1,S1,M2,L2,D,0,18.17
F,1,2,2,M1,S3,M2,L1,D,0,12.27
F,6,6,2,H1,S2,M2,L1,D,1,1.00
F,1,6,2,M1,S1,M1,L3,B,0,32.84
F,8,14,2,C,S3,M0,L2,B,0,12.82
P,2,4,2,M1,S1,M2,L3,D,0,1.00
P,4,2,2,M1,S3,M2,L1,B,0,2.00
F,1,4,2,M1,S5,M1,L1,B,0,2.00
F,8,10,2,M1,S1,M2,L1,B,0,4.00
F,4,14,2,M1,S3,M0,L2,B,0,8.36
